op,algo,N,block,msg_size,round,us_per_op
sign,ecdsa-p256,30,1000,8388608,0,4903.98
sign,ecdsa-p256,30,1000,8388608,1,4889.57
sign,ecdsa-p256,30,1000,8388608,2,4832.27
sign,ecdsa-p256,30,1000,8388608,3,4814.69
sign,ecdsa-p256,30,1000,8388608,4,4848.16
sign,ecdsa-p256,30,1000,8388608,5,4853.22
sign,ecdsa-p256,30,1000,8388608,6,4801.97
sign,ecdsa-p256,30,1000,8388608,7,4831.46
sign,ecdsa-p256,30,1000,8388608,8,4806.55
sign,ecdsa-p256,30,1000,8388608,9,4819.73
sign,ecdsa-p256,30,1000,8388608,10,4810.07
sign,ecdsa-p256,30,1000,8388608,11,4814.99
sign,ecdsa-p256,30,1000,8388608,12,4821.17
sign,ecdsa-p256,30,1000,8388608,13,4729.22
sign,ecdsa-p256,30,1000,8388608,14,4418.11
sign,ecdsa-p256,30,1000,8388608,15,4354.78
sign,ecdsa-p256,30,1000,8388608,16,4457.14
sign,ecdsa-p256,30,1000,8388608,17,4411.8
sign,ecdsa-p256,30,1000,8388608,18,4381.89
sign,ecdsa-p256,30,1000,8388608,19,4486.92
sign,ecdsa-p256,30,1000,8388608,20,4349.22
sign,ecdsa-p256,30,1000,8388608,21,4547.42
sign,ecdsa-p256,30,1000,8388608,22,4449.24
sign,ecdsa-p256,30,1000,8388608,23,4498.76
sign,ecdsa-p256,30,1000,8388608,24,4542.06
sign,ecdsa-p256,30,1000,8388608,25,4646.2
sign,ecdsa-p256,30,1000,8388608,26,4818.65
sign,ecdsa-p256,30,1000,8388608,27,4810.73
sign,ecdsa-p256,30,1000,8388608,28,4840.95
sign,ecdsa-p256,30,1000,8388608,29,4845.1
# summary,mean,4681.2,median,4808.31,sd,192.025,ci95_lo,4612.49,ci95_hi,4749.92
