op,bits,N,block,msg_size,hash,round,us_per_op
sign,4096,30,1000,1024,sha256,0,3784.18
sign,4096,30,1000,1024,sha256,1,3907.22
sign,4096,30,1000,1024,sha256,2,3805.85
sign,4096,30,1000,1024,sha256,3,3806.54
sign,4096,30,1000,1024,sha256,4,3816.49
sign,4096,30,1000,1024,sha256,5,3790.25
sign,4096,30,1000,1024,sha256,6,3802.31
sign,4096,30,1000,1024,sha256,7,3794.86
sign,4096,30,1000,1024,sha256,8,3766.61
sign,4096,30,1000,1024,sha256,9,3776.41
sign,4096,30,1000,1024,sha256,10,3930.4
sign,4096,30,1000,1024,sha256,11,3813.6
sign,4096,30,1000,1024,sha256,12,3799.04
sign,4096,30,1000,1024,sha256,13,3785.58
sign,4096,30,1000,1024,sha256,14,3776.48
sign,4096,30,1000,1024,sha256,15,3767.31
sign,4096,30,1000,1024,sha256,16,3823.1
sign,4096,30,1000,1024,sha256,17,3779.76
sign,4096,30,1000,1024,sha256,18,3787.19
sign,4096,30,1000,1024,sha256,19,3812.16
sign,4096,30,1000,1024,sha256,20,3774.06
sign,4096,30,1000,1024,sha256,21,3794.9
sign,4096,30,1000,1024,sha256,22,3871.14
sign,4096,30,1000,1024,sha256,23,3790.65
sign,4096,30,1000,1024,sha256,24,3797.78
sign,4096,30,1000,1024,sha256,25,3785.16
sign,4096,30,1000,1024,sha256,26,3796.86
sign,4096,30,1000,1024,sha256,27,3906.85
sign,4096,30,1000,1024,sha256,28,3825.58
sign,4096,30,1000,1024,sha256,29,3792.65
# summary,mean,3808.7,median,3795.88,sd,41.5668,ci95_lo,3793.82,ci95_hi,3823.57
