op,bits,N,block,msg_size,hash,round,us_per_op
verify,4096,30,1000,8388608,sha256,0,4437.68
verify,4096,30,1000,8388608,sha256,1,4769.11
verify,4096,30,1000,8388608,sha256,2,4856.76
verify,4096,30,1000,8388608,sha256,3,4744.93
verify,4096,30,1000,8388608,sha256,4,4791.15
verify,4096,30,1000,8388608,sha256,5,4768.84
verify,4096,30,1000,8388608,sha256,6,4836.96
verify,4096,30,1000,8388608,sha256,7,4718.51
verify,4096,30,1000,8388608,sha256,8,4652.99
verify,4096,30,1000,8388608,sha256,9,4708.2
verify,4096,30,1000,8388608,sha256,10,4712.2
verify,4096,30,1000,8388608,sha256,11,4746.59
verify,4096,30,1000,8388608,sha256,12,4676.88
verify,4096,30,1000,8388608,sha256,13,4661.9
verify,4096,30,1000,8388608,sha256,14,4708.61
verify,4096,30,1000,8388608,sha256,15,4769.66
verify,4096,30,1000,8388608,sha256,16,4702.8
verify,4096,30,1000,8388608,sha256,17,4792.36
verify,4096,30,1000,8388608,sha256,18,4735.24
verify,4096,30,1000,8388608,sha256,19,4682.09
verify,4096,30,1000,8388608,sha256,20,4714.38
verify,4096,30,1000,8388608,sha256,21,4717.69
verify,4096,30,1000,8388608,sha256,22,4691.64
verify,4096,30,1000,8388608,sha256,23,4659.97
verify,4096,30,1000,8388608,sha256,24,4675.32
verify,4096,30,1000,8388608,sha256,25,4670.67
verify,4096,30,1000,8388608,sha256,26,4658.2
verify,4096,30,1000,8388608,sha256,27,4668.86
verify,4096,30,1000,8388608,sha256,28,4708.79
verify,4096,30,1000,8388608,sha256,29,4662.81
# summary,mean,4710.06,median,4708.7,sd,73.9846,ci95_lo,4683.58,ci95_hi,4736.53
