op,algo,N,block,msg_size,round,us_per_op
verify,ecdsa-p256,30,1000,1024,0,142.154
verify,ecdsa-p256,30,1000,1024,1,157.511
verify,ecdsa-p256,30,1000,1024,2,146.29
verify,ecdsa-p256,30,1000,1024,3,147.857
verify,ecdsa-p256,30,1000,1024,4,151.102
verify,ecdsa-p256,30,1000,1024,5,158.684
verify,ecdsa-p256,30,1000,1024,6,149.189
verify,ecdsa-p256,30,1000,1024,7,145.281
verify,ecdsa-p256,30,1000,1024,8,156.695
verify,ecdsa-p256,30,1000,1024,9,154.353
verify,ecdsa-p256,30,1000,1024,10,150.311
verify,ecdsa-p256,30,1000,1024,11,148.538
verify,ecdsa-p256,30,1000,1024,12,144.464
verify,ecdsa-p256,30,1000,1024,13,149.018
verify,ecdsa-p256,30,1000,1024,14,141.227
verify,ecdsa-p256,30,1000,1024,15,148.068
verify,ecdsa-p256,30,1000,1024,16,145.297
verify,ecdsa-p256,30,1000,1024,17,144.768
verify,ecdsa-p256,30,1000,1024,18,146.203
verify,ecdsa-p256,30,1000,1024,19,139.591
verify,ecdsa-p256,30,1000,1024,20,150.822
verify,ecdsa-p256,30,1000,1024,21,146.024
verify,ecdsa-p256,30,1000,1024,22,147.635
verify,ecdsa-p256,30,1000,1024,23,148.975
verify,ecdsa-p256,30,1000,1024,24,143.547
verify,ecdsa-p256,30,1000,1024,25,143.767
verify,ecdsa-p256,30,1000,1024,26,144.527
verify,ecdsa-p256,30,1000,1024,27,146.443
verify,ecdsa-p256,30,1000,1024,28,147.558
verify,ecdsa-p256,30,1000,1024,29,143.339
# summary,mean,147.641,median,147,sd,4.60916,ci95_lo,145.992,ci95_hi,149.291
