op,bits,N,block,msg_size,hash,round,us_per_op
verify,3072,30,1000,1024,sha256,0,91.7787
verify,3072,30,1000,1024,sha256,1,92.8849
verify,3072,30,1000,1024,sha256,2,94.4905
verify,3072,30,1000,1024,sha256,3,94.3226
verify,3072,30,1000,1024,sha256,4,92.3393
verify,3072,30,1000,1024,sha256,5,92.7548
verify,3072,30,1000,1024,sha256,6,95.5544
verify,3072,30,1000,1024,sha256,7,94.7335
verify,3072,30,1000,1024,sha256,8,92.0572
verify,3072,30,1000,1024,sha256,9,92.0514
verify,3072,30,1000,1024,sha256,10,92.644
verify,3072,30,1000,1024,sha256,11,93.6459
verify,3072,30,1000,1024,sha256,12,93.4608
verify,3072,30,1000,1024,sha256,13,94.7705
verify,3072,30,1000,1024,sha256,14,95.0131
verify,3072,30,1000,1024,sha256,15,93.5135
verify,3072,30,1000,1024,sha256,16,92.8267
verify,3072,30,1000,1024,sha256,17,94.9174
verify,3072,30,1000,1024,sha256,18,92.0471
verify,3072,30,1000,1024,sha256,19,94.2739
verify,3072,30,1000,1024,sha256,20,142.602
verify,3072,30,1000,1024,sha256,21,152.119
verify,3072,30,1000,1024,sha256,22,104.5
verify,3072,30,1000,1024,sha256,23,187.68
verify,3072,30,1000,1024,sha256,24,129.166
verify,3072,30,1000,1024,sha256,25,144.378
verify,3072,30,1000,1024,sha256,26,135.327
verify,3072,30,1000,1024,sha256,27,123.781
verify,3072,30,1000,1024,sha256,28,105.397
verify,3072,30,1000,1024,sha256,29,130.78
# summary,mean,107.527,median,94.612,sd,24.2262,ci95_lo,98.8577,ci95_hi,116.196
