op,algo,N,block,msg_size,round,us_per_op
sign,ecdsa-p384,30,1000,1024,0,665.007
sign,ecdsa-p384,30,1000,1024,1,679.691
sign,ecdsa-p384,30,1000,1024,2,717.13
sign,ecdsa-p384,30,1000,1024,3,981.236
sign,ecdsa-p384,30,1000,1024,4,825.653
sign,ecdsa-p384,30,1000,1024,5,950.178
sign,ecdsa-p384,30,1000,1024,6,893.917
sign,ecdsa-p384,30,1000,1024,7,920.099
sign,ecdsa-p384,30,1000,1024,8,864.111
sign,ecdsa-p384,30,1000,1024,9,798.595
sign,ecdsa-p384,30,1000,1024,10,972.457
sign,ecdsa-p384,30,1000,1024,11,830.611
sign,ecdsa-p384,30,1000,1024,12,907.062
sign,ecdsa-p384,30,1000,1024,13,906.972
sign,ecdsa-p384,30,1000,1024,14,944.056
sign,ecdsa-p384,30,1000,1024,15,827.149
sign,ecdsa-p384,30,1000,1024,16,932.45
sign,ecdsa-p384,30,1000,1024,17,917.452
sign,ecdsa-p384,30,1000,1024,18,929.417
sign,ecdsa-p384,30,1000,1024,19,813.152
sign,ecdsa-p384,30,1000,1024,20,1011.62
sign,ecdsa-p384,30,1000,1024,21,907.521
sign,ecdsa-p384,30,1000,1024,22,938.334
sign,ecdsa-p384,30,1000,1024,23,903.386
sign,ecdsa-p384,30,1000,1024,24,874.786
sign,ecdsa-p384,30,1000,1024,25,901.368
sign,ecdsa-p384,30,1000,1024,26,928.703
sign,ecdsa-p384,30,1000,1024,27,929.949
sign,ecdsa-p384,30,1000,1024,28,882.341
sign,ecdsa-p384,30,1000,1024,29,905.695
# summary,mean,882.003,median,906.334,sd,82.6326,ci95_lo,852.434,ci95_hi,911.573
