op,bits,N,block,msg_size,hash,round,us_per_op
sign,4096,30,1000,16384,sha256,0,3828.11
sign,4096,30,1000,16384,sha256,1,3815.4
sign,4096,30,1000,16384,sha256,2,3838.31
sign,4096,30,1000,16384,sha256,3,3818.96
sign,4096,30,1000,16384,sha256,4,3820.04
sign,4096,30,1000,16384,sha256,5,3799.47
sign,4096,30,1000,16384,sha256,6,3810.51
sign,4096,30,1000,16384,sha256,7,3817.93
sign,4096,30,1000,16384,sha256,8,3800.63
sign,4096,30,1000,16384,sha256,9,3817.21
sign,4096,30,1000,16384,sha256,10,3791.14
sign,4096,30,1000,16384,sha256,11,3802.37
sign,4096,30,1000,16384,sha256,12,3812.84
sign,4096,30,1000,16384,sha256,13,3984.48
sign,4096,30,1000,16384,sha256,14,3835.26
sign,4096,30,1000,16384,sha256,15,3815.97
sign,4096,30,1000,16384,sha256,16,3836.27
sign,4096,30,1000,16384,sha256,17,3784.85
sign,4096,30,1000,16384,sha256,18,3807.39
sign,4096,30,1000,16384,sha256,19,3821.6
sign,4096,30,1000,16384,sha256,20,3795.77
sign,4096,30,1000,16384,sha256,21,3799.1
sign,4096,30,1000,16384,sha256,22,3814.8
sign,4096,30,1000,16384,sha256,23,3810.64
sign,4096,30,1000,16384,sha256,24,3820.25
sign,4096,30,1000,16384,sha256,25,3965.8
sign,4096,30,1000,16384,sha256,26,3901.84
sign,4096,30,1000,16384,sha256,27,5105.64
sign,4096,30,1000,16384,sha256,28,4007.47
sign,4096,30,1000,16384,sha256,29,4101.24
# summary,mean,3886.04,median,3817.57,sd,241.891,ci95_lo,3799.48,ci95_hi,3972.6
