op,algo,N,block,msg_size,round,us_per_op
sign,ecdsa-p256,30,1000,1024,0,107.194
sign,ecdsa-p256,30,1000,1024,1,115.628
sign,ecdsa-p256,30,1000,1024,2,108.278
sign,ecdsa-p256,30,1000,1024,3,112.876
sign,ecdsa-p256,30,1000,1024,4,115.298
sign,ecdsa-p256,30,1000,1024,5,117.78
sign,ecdsa-p256,30,1000,1024,6,116.434
sign,ecdsa-p256,30,1000,1024,7,114.443
sign,ecdsa-p256,30,1000,1024,8,117.677
sign,ecdsa-p256,30,1000,1024,9,111.075
sign,ecdsa-p256,30,1000,1024,10,116.024
sign,ecdsa-p256,30,1000,1024,11,114.236
sign,ecdsa-p256,30,1000,1024,12,111.214
sign,ecdsa-p256,30,1000,1024,13,110.941
sign,ecdsa-p256,30,1000,1024,14,124.2
sign,ecdsa-p256,30,1000,1024,15,113.662
sign,ecdsa-p256,30,1000,1024,16,118.658
sign,ecdsa-p256,30,1000,1024,17,126.253
sign,ecdsa-p256,30,1000,1024,18,124.281
sign,ecdsa-p256,30,1000,1024,19,112.597
sign,ecdsa-p256,30,1000,1024,20,111.029
sign,ecdsa-p256,30,1000,1024,21,113.745
sign,ecdsa-p256,30,1000,1024,22,114.363
sign,ecdsa-p256,30,1000,1024,23,115.293
sign,ecdsa-p256,30,1000,1024,24,110.381
sign,ecdsa-p256,30,1000,1024,25,107.77
sign,ecdsa-p256,30,1000,1024,26,112.745
sign,ecdsa-p256,30,1000,1024,27,108.288
sign,ecdsa-p256,30,1000,1024,28,119.463
sign,ecdsa-p256,30,1000,1024,29,119.471
# summary,mean,114.71,median,114.299,sd,4.8192,ci95_lo,112.985,ci95_hi,116.434
