op,bits,N,block,msg_size,hash,round,us_per_op
verify,3072,30,1000,8388608,sha256,0,4448.55
verify,3072,30,1000,8388608,sha256,1,5034.56
verify,3072,30,1000,8388608,sha256,2,4971.66
verify,3072,30,1000,8388608,sha256,3,4875.96
verify,3072,30,1000,8388608,sha256,4,4844.87
verify,3072,30,1000,8388608,sha256,5,4986.17
verify,3072,30,1000,8388608,sha256,6,4900.05
verify,3072,30,1000,8388608,sha256,7,4940.6
verify,3072,30,1000,8388608,sha256,8,4950.85
verify,3072,30,1000,8388608,sha256,9,4913.8
verify,3072,30,1000,8388608,sha256,10,4868.65
verify,3072,30,1000,8388608,sha256,11,4945.03
verify,3072,30,1000,8388608,sha256,12,4993.45
verify,3072,30,1000,8388608,sha256,13,4950.23
verify,3072,30,1000,8388608,sha256,14,5020.72
verify,3072,30,1000,8388608,sha256,15,5034.54
verify,3072,30,1000,8388608,sha256,16,5014.23
verify,3072,30,1000,8388608,sha256,17,4795.74
verify,3072,30,1000,8388608,sha256,18,4983.6
verify,3072,30,1000,8388608,sha256,19,4996.95
verify,3072,30,1000,8388608,sha256,20,4891.7
verify,3072,30,1000,8388608,sha256,21,4933.06
verify,3072,30,1000,8388608,sha256,22,4955.12
verify,3072,30,1000,8388608,sha256,23,4918.32
verify,3072,30,1000,8388608,sha256,24,4969.12
verify,3072,30,1000,8388608,sha256,25,5050.37
verify,3072,30,1000,8388608,sha256,26,5031.49
verify,3072,30,1000,8388608,sha256,27,4889.2
verify,3072,30,1000,8388608,sha256,28,4900.64
verify,3072,30,1000,8388608,sha256,29,4997.2
# summary,mean,4933.55,median,4950.54,sd,110.606,ci95_lo,4893.97,ci95_hi,4973.13
