op,algo,N,block,msg_size,round,us_per_op
keygen,ecdsa-p384,30,1000,1024,0,12102.5
keygen,ecdsa-p384,30,1000,1024,1,11886.6
keygen,ecdsa-p384,30,1000,1024,2,12075.9
keygen,ecdsa-p384,30,1000,1024,3,12012.3
keygen,ecdsa-p384,30,1000,1024,4,12176.5
keygen,ecdsa-p384,30,1000,1024,5,12317.4
keygen,ecdsa-p384,30,1000,1024,6,11556.1
keygen,ecdsa-p384,30,1000,1024,7,11997.3
keygen,ecdsa-p384,30,1000,1024,8,12007.8
keygen,ecdsa-p384,30,1000,1024,9,11743.7
keygen,ecdsa-p384,30,1000,1024,10,11739.6
keygen,ecdsa-p384,30,1000,1024,11,11892.9
keygen,ecdsa-p384,30,1000,1024,12,12200.8
keygen,ecdsa-p384,30,1000,1024,13,12396.3
keygen,ecdsa-p384,30,1000,1024,14,12277.3
keygen,ecdsa-p384,30,1000,1024,15,12510.5
keygen,ecdsa-p384,30,1000,1024,16,12440
keygen,ecdsa-p384,30,1000,1024,17,11892.4
keygen,ecdsa-p384,30,1000,1024,18,12372.3
keygen,ecdsa-p384,30,1000,1024,19,12276.1
keygen,ecdsa-p384,30,1000,1024,20,12489.6
keygen,ecdsa-p384,30,1000,1024,21,12336.6
keygen,ecdsa-p384,30,1000,1024,22,11914.6
keygen,ecdsa-p384,30,1000,1024,23,12707.9
keygen,ecdsa-p384,30,1000,1024,24,12640.4
keygen,ecdsa-p384,30,1000,1024,25,12719.7
keygen,ecdsa-p384,30,1000,1024,26,12800.8
keygen,ecdsa-p384,30,1000,1024,27,12480.6
keygen,ecdsa-p384,30,1000,1024,28,12343.4
keygen,ecdsa-p384,30,1000,1024,29,12452.6
# summary,mean,12225.3,median,12276.7,sd,317.275,ci95_lo,12111.8,ci95_hi,12338.9
