op,bits,N,block,msg_size,hash,round,us_per_op
keygen,4096,30,1000,1024,sha256,0,563236
keygen,4096,30,1000,1024,sha256,1,574763
keygen,4096,30,1000,1024,sha256,2,601597
keygen,4096,30,1000,1024,sha256,3,583622
keygen,4096,30,1000,1024,sha256,4,580253
keygen,4096,30,1000,1024,sha256,5,566752
keygen,4096,30,1000,1024,sha256,6,570361
keygen,4096,30,1000,1024,sha256,7,577516
keygen,4096,30,1000,1024,sha256,8,562432
keygen,4096,30,1000,1024,sha256,9,587791
keygen,4096,30,1000,1024,sha256,10,568465
keygen,4096,30,1000,1024,sha256,11,567891
keygen,4096,30,1000,1024,sha256,12,563121
keygen,4096,30,1000,1024,sha256,13,552867
keygen,4096,30,1000,1024,sha256,14,568126
keygen,4096,30,1000,1024,sha256,15,553182
keygen,4096,30,1000,1024,sha256,16,566368
keygen,4096,30,1000,1024,sha256,17,590913
keygen,4096,30,1000,1024,sha256,18,543902
keygen,4096,30,1000,1024,sha256,19,580865
keygen,4096,30,1000,1024,sha256,20,571766
keygen,4096,30,1000,1024,sha256,21,575368
keygen,4096,30,1000,1024,sha256,22,583585
keygen,4096,30,1000,1024,sha256,23,577479
keygen,4096,30,1000,1024,sha256,24,563170
keygen,4096,30,1000,1024,sha256,25,581940
keygen,4096,30,1000,1024,sha256,26,560335
keygen,4096,30,1000,1024,sha256,27,554610
keygen,4096,30,1000,1024,sha256,28,400622
keygen,4096,30,1000,1024,sha256,29,347324
# summary,mean,558007,median,568295,sd,52005.5,ci95_lo,539397,ci95_hi,576617
