op,bits,N,block,msg_size,hash,round,us_per_op
verify,3072,30,1000,1048576,sha256,0,577.523
verify,3072,30,1000,1048576,sha256,1,586.965
verify,3072,30,1000,1048576,sha256,2,584.477
verify,3072,30,1000,1048576,sha256,3,677.548
verify,3072,30,1000,1048576,sha256,4,714
verify,3072,30,1000,1048576,sha256,5,735.12
verify,3072,30,1000,1048576,sha256,6,709.921
verify,3072,30,1000,1048576,sha256,7,835.209
verify,3072,30,1000,1048576,sha256,8,784.638
verify,3072,30,1000,1048576,sha256,9,856.743
verify,3072,30,1000,1048576,sha256,10,748.856
verify,3072,30,1000,1048576,sha256,11,711.383
verify,3072,30,1000,1048576,sha256,12,827.84
verify,3072,30,1000,1048576,sha256,13,779.139
verify,3072,30,1000,1048576,sha256,14,769.923
verify,3072,30,1000,1048576,sha256,15,745.796
verify,3072,30,1000,1048576,sha256,16,724.011
verify,3072,30,1000,1048576,sha256,17,795.584
verify,3072,30,1000,1048576,sha256,18,755.878
verify,3072,30,1000,1048576,sha256,19,771.39
verify,3072,30,1000,1048576,sha256,20,807.45
verify,3072,30,1000,1048576,sha256,21,817.497
verify,3072,30,1000,1048576,sha256,22,759.712
verify,3072,30,1000,1048576,sha256,23,738.741
verify,3072,30,1000,1048576,sha256,24,810.029
verify,3072,30,1000,1048576,sha256,25,794.76
verify,3072,30,1000,1048576,sha256,26,797.364
verify,3072,30,1000,1048576,sha256,27,801.089
verify,3072,30,1000,1048576,sha256,28,805.963
verify,3072,30,1000,1048576,sha256,29,797.873
# summary,mean,754.081,median,770.657,sd,71.312,ci95_lo,728.562,ci95_hi,779.599
