op,algo,N,block,msg_size,round,us_per_op
sign,ecdsa-p256,30,1000,1048576,0,704.516
sign,ecdsa-p256,30,1000,1048576,1,711.297
sign,ecdsa-p256,30,1000,1048576,2,706.809
sign,ecdsa-p256,30,1000,1048576,3,726.895
sign,ecdsa-p256,30,1000,1048576,4,690.987
sign,ecdsa-p256,30,1000,1048576,5,715.608
sign,ecdsa-p256,30,1000,1048576,6,817.88
sign,ecdsa-p256,30,1000,1048576,7,813.774
sign,ecdsa-p256,30,1000,1048576,8,825.604
sign,ecdsa-p256,30,1000,1048576,9,804.618
sign,ecdsa-p256,30,1000,1048576,10,846.6
sign,ecdsa-p256,30,1000,1048576,11,839.401
sign,ecdsa-p256,30,1000,1048576,12,826.044
sign,ecdsa-p256,30,1000,1048576,13,819.471
sign,ecdsa-p256,30,1000,1048576,14,807.908
sign,ecdsa-p256,30,1000,1048576,15,786.433
sign,ecdsa-p256,30,1000,1048576,16,805.034
sign,ecdsa-p256,30,1000,1048576,17,811.448
sign,ecdsa-p256,30,1000,1048576,18,830.715
sign,ecdsa-p256,30,1000,1048576,19,739.274
sign,ecdsa-p256,30,1000,1048576,20,719.76
sign,ecdsa-p256,30,1000,1048576,21,731.832
sign,ecdsa-p256,30,1000,1048576,22,809.601
sign,ecdsa-p256,30,1000,1048576,23,755.683
sign,ecdsa-p256,30,1000,1048576,24,776.042
sign,ecdsa-p256,30,1000,1048576,25,768.188
sign,ecdsa-p256,30,1000,1048576,26,722.461
sign,ecdsa-p256,30,1000,1048576,27,752.637
sign,ecdsa-p256,30,1000,1048576,28,735.9
sign,ecdsa-p256,30,1000,1048576,29,702.242
# summary,mean,770.155,median,772.115,sd,49.4624,ci95_lo,752.456,ci95_hi,787.855
