op,bits,N,block,msg_size,hash,round,us_per_op
sign,4096,30,1000,1048576,sha256,0,6372.15
sign,4096,30,1000,1048576,sha256,1,6858.92
sign,4096,30,1000,1048576,sha256,2,6421.03
sign,4096,30,1000,1048576,sha256,3,5962.21
sign,4096,30,1000,1048576,sha256,4,6450.92
sign,4096,30,1000,1048576,sha256,5,6381.69
sign,4096,30,1000,1048576,sha256,6,5709.35
sign,4096,30,1000,1048576,sha256,7,6056.62
sign,4096,30,1000,1048576,sha256,8,6705.46
sign,4096,30,1000,1048576,sha256,9,8016.9
sign,4096,30,1000,1048576,sha256,10,6292.38
sign,4096,30,1000,1048576,sha256,11,6409.51
sign,4096,30,1000,1048576,sha256,12,6808.46
sign,4096,30,1000,1048576,sha256,13,6785.57
sign,4096,30,1000,1048576,sha256,14,6810.48
sign,4096,30,1000,1048576,sha256,15,6864.45
sign,4096,30,1000,1048576,sha256,16,6659.31
sign,4096,30,1000,1048576,sha256,17,6383.37
sign,4096,30,1000,1048576,sha256,18,7171.22
sign,4096,30,1000,1048576,sha256,19,6922.86
sign,4096,30,1000,1048576,sha256,20,7179.65
sign,4096,30,1000,1048576,sha256,21,6483.49
sign,4096,30,1000,1048576,sha256,22,6400.17
sign,4096,30,1000,1048576,sha256,23,6391.86
sign,4096,30,1000,1048576,sha256,24,6344.97
sign,4096,30,1000,1048576,sha256,25,6274.67
sign,4096,30,1000,1048576,sha256,26,6317.25
sign,4096,30,1000,1048576,sha256,27,6519.71
sign,4096,30,1000,1048576,sha256,28,7219.97
sign,4096,30,1000,1048576,sha256,29,7038.71
# summary,mean,6607.11,median,6467.2,sd,447.38,ci95_lo,6447.02,ci95_hi,6767.2
