op,algo,N,block,msg_size,round,us_per_op
sign,ecdsa-p384,30,1000,16384,0,702.73
sign,ecdsa-p384,30,1000,16384,1,702.999
sign,ecdsa-p384,30,1000,16384,2,752.468
sign,ecdsa-p384,30,1000,16384,3,866.416
sign,ecdsa-p384,30,1000,16384,4,867.529
sign,ecdsa-p384,30,1000,16384,5,878.712
sign,ecdsa-p384,30,1000,16384,6,833.654
sign,ecdsa-p384,30,1000,16384,7,937.256
sign,ecdsa-p384,30,1000,16384,8,791.771
sign,ecdsa-p384,30,1000,16384,9,896.294
sign,ecdsa-p384,30,1000,16384,10,880.678
sign,ecdsa-p384,30,1000,16384,11,969.762
sign,ecdsa-p384,30,1000,16384,12,875.572
sign,ecdsa-p384,30,1000,16384,13,833.391
sign,ecdsa-p384,30,1000,16384,14,792.495
sign,ecdsa-p384,30,1000,16384,15,957.072
sign,ecdsa-p384,30,1000,16384,16,834.406
sign,ecdsa-p384,30,1000,16384,17,901.326
sign,ecdsa-p384,30,1000,16384,18,893.575
sign,ecdsa-p384,30,1000,16384,19,793.962
sign,ecdsa-p384,30,1000,16384,20,935.158
sign,ecdsa-p384,30,1000,16384,21,800.325
sign,ecdsa-p384,30,1000,16384,22,865.186
sign,ecdsa-p384,30,1000,16384,23,894.403
sign,ecdsa-p384,30,1000,16384,24,882.067
sign,ecdsa-p384,30,1000,16384,25,854.564
sign,ecdsa-p384,30,1000,16384,26,851.037
sign,ecdsa-p384,30,1000,16384,27,850.795
sign,ecdsa-p384,30,1000,16384,28,912.18
sign,ecdsa-p384,30,1000,16384,29,928.701
# summary,mean,857.883,median,866.972,sd,66.3575,ci95_lo,834.137,ci95_hi,881.629
