op,algo,N,block,msg_size,round,us_per_op
verify,ecdsa-p384,30,1000,1048576,0,1813.01
verify,ecdsa-p384,30,1000,1048576,1,2344.83
verify,ecdsa-p384,30,1000,1048576,2,2212.92
verify,ecdsa-p384,30,1000,1048576,3,2222.37
verify,ecdsa-p384,30,1000,1048576,4,2403.76
verify,ecdsa-p384,30,1000,1048576,5,2257.5
verify,ecdsa-p384,30,1000,1048576,6,2217.08
verify,ecdsa-p384,30,1000,1048576,7,2286.84
verify,ecdsa-p384,30,1000,1048576,8,2242.43
verify,ecdsa-p384,30,1000,1048576,9,2278.54
verify,ecdsa-p384,30,1000,1048576,10,2318.89
verify,ecdsa-p384,30,1000,1048576,11,2210.06
verify,ecdsa-p384,30,1000,1048576,12,2200.51
verify,ecdsa-p384,30,1000,1048576,13,2113.1
verify,ecdsa-p384,30,1000,1048576,14,2187.72
verify,ecdsa-p384,30,1000,1048576,15,2197.51
verify,ecdsa-p384,30,1000,1048576,16,2253.15
verify,ecdsa-p384,30,1000,1048576,17,2162.33
verify,ecdsa-p384,30,1000,1048576,18,2208.29
verify,ecdsa-p384,30,1000,1048576,19,2112.11
verify,ecdsa-p384,30,1000,1048576,20,2176.04
verify,ecdsa-p384,30,1000,1048576,21,2280.3
verify,ecdsa-p384,30,1000,1048576,22,2197.17
verify,ecdsa-p384,30,1000,1048576,23,2257.47
verify,ecdsa-p384,30,1000,1048576,24,2223.92
verify,ecdsa-p384,30,1000,1048576,25,2267.48
verify,ecdsa-p384,30,1000,1048576,26,2487.04
verify,ecdsa-p384,30,1000,1048576,27,2547.65
verify,ecdsa-p384,30,1000,1048576,28,2453.7
verify,ecdsa-p384,30,1000,1048576,29,2164.83
# summary,mean,2243.29,median,2223.15,sd,130.532,ci95_lo,2196.58,ci95_hi,2290
