op,bits,N,block,msg_size,hash,round,us_per_op
verify,4096,30,1000,1024,sha256,0,123.401
verify,4096,30,1000,1024,sha256,1,119.545
verify,4096,30,1000,1024,sha256,2,119.967
verify,4096,30,1000,1024,sha256,3,120.257
verify,4096,30,1000,1024,sha256,4,120.693
verify,4096,30,1000,1024,sha256,5,119.52
verify,4096,30,1000,1024,sha256,6,120.017
verify,4096,30,1000,1024,sha256,7,120.568
verify,4096,30,1000,1024,sha256,8,122.673
verify,4096,30,1000,1024,sha256,9,122.193
verify,4096,30,1000,1024,sha256,10,120.32
verify,4096,30,1000,1024,sha256,11,119.19
verify,4096,30,1000,1024,sha256,12,120.75
verify,4096,30,1000,1024,sha256,13,123.178
verify,4096,30,1000,1024,sha256,14,120.844
verify,4096,30,1000,1024,sha256,15,119.637
verify,4096,30,1000,1024,sha256,16,119.204
verify,4096,30,1000,1024,sha256,17,120.028
verify,4096,30,1000,1024,sha256,18,118.983
verify,4096,30,1000,1024,sha256,19,119.59
verify,4096,30,1000,1024,sha256,20,118.241
verify,4096,30,1000,1024,sha256,21,119.164
verify,4096,30,1000,1024,sha256,22,120.558
verify,4096,30,1000,1024,sha256,23,118.162
verify,4096,30,1000,1024,sha256,24,121.107
verify,4096,30,1000,1024,sha256,25,121.642
verify,4096,30,1000,1024,sha256,26,121.571
verify,4096,30,1000,1024,sha256,27,118.251
verify,4096,30,1000,1024,sha256,28,120.116
verify,4096,30,1000,1024,sha256,29,119.802
# summary,mean,120.306,median,120.072,sd,1.35327,ci95_lo,119.821,ci95_hi,120.79
