op,bits,N,block,msg_size,hash,round,us_per_op
sign,4096,30,1000,8388608,sha256,0,11070.7
sign,4096,30,1000,8388608,sha256,1,11284.3
sign,4096,30,1000,8388608,sha256,2,12146.2
sign,4096,30,1000,8388608,sha256,3,10550.6
sign,4096,30,1000,8388608,sha256,4,10490.1
sign,4096,30,1000,8388608,sha256,5,10564.8
sign,4096,30,1000,8388608,sha256,6,11304.1
sign,4096,30,1000,8388608,sha256,7,11290.6
sign,4096,30,1000,8388608,sha256,8,11808.2
sign,4096,30,1000,8388608,sha256,9,10798.7
sign,4096,30,1000,8388608,sha256,10,11124
sign,4096,30,1000,8388608,sha256,11,10721.2
sign,4096,30,1000,8388608,sha256,12,10431.9
sign,4096,30,1000,8388608,sha256,13,10284.4
sign,4096,30,1000,8388608,sha256,14,11307
sign,4096,30,1000,8388608,sha256,15,10565
sign,4096,30,1000,8388608,sha256,16,10578.2
sign,4096,30,1000,8388608,sha256,17,10807.6
sign,4096,30,1000,8388608,sha256,18,10748.4
sign,4096,30,1000,8388608,sha256,19,10642.5
sign,4096,30,1000,8388608,sha256,20,11342.2
sign,4096,30,1000,8388608,sha256,21,11186.1
sign,4096,30,1000,8388608,sha256,22,10888.1
sign,4096,30,1000,8388608,sha256,23,11159.6
sign,4096,30,1000,8388608,sha256,24,10803.2
sign,4096,30,1000,8388608,sha256,25,11189.8
sign,4096,30,1000,8388608,sha256,26,11828.2
sign,4096,30,1000,8388608,sha256,27,11209.8
sign,4096,30,1000,8388608,sha256,28,11424
sign,4096,30,1000,8388608,sha256,29,11146.6
# summary,mean,11023.2,median,11097.4,sd,444.064,ci95_lo,10864.3,ci95_hi,11182.1
