algo,N,block,msg_size,round,us_per_op
SHA3-512,30,1000,1048576,0,3681.47
SHA3-512,30,1000,1048576,1,3687.6
SHA3-512,30,1000,1048576,2,3694.37
SHA3-512,30,1000,1048576,3,3697.18
SHA3-512,30,1000,1048576,4,3700.18
SHA3-512,30,1000,1048576,5,3703.73
SHA3-512,30,1000,1048576,6,3726.78
SHA3-512,30,1000,1048576,7,3734.34
SHA3-512,30,1000,1048576,8,3736.72
SHA3-512,30,1000,1048576,9,3751.73
SHA3-512,30,1000,1048576,10,3766.94
SHA3-512,30,1000,1048576,11,3780.96
SHA3-512,30,1000,1048576,12,3782.74
SHA3-512,30,1000,1048576,13,3784.8
SHA3-512,30,1000,1048576,14,3789.86
SHA3-512,30,1000,1048576,15,3798.96
SHA3-512,30,1000,1048576,16,3800.15
SHA3-512,30,1000,1048576,17,3801.68
SHA3-512,30,1000,1048576,18,3803.24
SHA3-512,30,1000,1048576,19,3811.41
SHA3-512,30,1000,1048576,20,3812.65
SHA3-512,30,1000,1048576,21,3814.4
SHA3-512,30,1000,1048576,22,3824.2
SHA3-512,30,1000,1048576,23,3826.33
SHA3-512,30,1000,1048576,24,3853.85
SHA3-512,30,1000,1048576,25,3857.25
SHA3-512,30,1000,1048576,26,3866.94
SHA3-512,30,1000,1048576,27,3870.8
SHA3-512,30,1000,1048576,28,3875.08
SHA3-512,30,1000,1048576,29,3916.86
# summary,mean,3785.11,median,3798.96,sd,63.2023,ci95_lo,3762.49,ci95_hi,3807.72,throughput_MiBps,264.193
