algo,N,block,msg_size,round,us_per_op
SHA-512,30,1000,1048576,0,1816.18
SHA-512,30,1000,1048576,1,1840.01
SHA-512,30,1000,1048576,2,1862.18
SHA-512,30,1000,1048576,3,1869.69
SHA-512,30,1000,1048576,4,1870.6
SHA-512,30,1000,1048576,5,1880.3
SHA-512,30,1000,1048576,6,1894.98
SHA-512,30,1000,1048576,7,1899.42
SHA-512,30,1000,1048576,8,1906.24
SHA-512,30,1000,1048576,9,1915.61
SHA-512,30,1000,1048576,10,1923.17
SHA-512,30,1000,1048576,11,1927.34
SHA-512,30,1000,1048576,12,1930.95
SHA-512,30,1000,1048576,13,1938.97
SHA-512,30,1000,1048576,14,1939.46
SHA-512,30,1000,1048576,15,1939.63
SHA-512,30,1000,1048576,16,1952.64
SHA-512,30,1000,1048576,17,1958.92
SHA-512,30,1000,1048576,18,1973.36
SHA-512,30,1000,1048576,19,1984.5
SHA-512,30,1000,1048576,20,1987.63
SHA-512,30,1000,1048576,21,1991.8
SHA-512,30,1000,1048576,22,1996.37
SHA-512,30,1000,1048576,23,2014.61
SHA-512,30,1000,1048576,24,2032.7
SHA-512,30,1000,1048576,25,2045.83
SHA-512,30,1000,1048576,26,2049.34
SHA-512,30,1000,1048576,27,2068.86
SHA-512,30,1000,1048576,28,2107.86
SHA-512,30,1000,1048576,29,2160.93
# summary,mean,1956,median,1939.63,sd,80.002,ci95_lo,1927.38,ci95_hi,1984.63,throughput_MiBps,511.247
