algo,N,block,msg_size,round,us_per_op
SHA-512,30,1000,52428800,0,89585.5
SHA-512,30,1000,52428800,1,93122.6
SHA-512,30,1000,52428800,2,93169.4
SHA-512,30,1000,52428800,3,94026.7
SHA-512,30,1000,52428800,4,94170.4
SHA-512,30,1000,52428800,5,94173.5
SHA-512,30,1000,52428800,6,94916
SHA-512,30,1000,52428800,7,94972.3
SHA-512,30,1000,52428800,8,97473.8
SHA-512,30,1000,52428800,9,98197.3
SHA-512,30,1000,52428800,10,99081.9
SHA-512,30,1000,52428800,11,101442
SHA-512,30,1000,52428800,12,103738
SHA-512,30,1000,52428800,13,104430
SHA-512,30,1000,52428800,14,104511
SHA-512,30,1000,52428800,15,104520
SHA-512,30,1000,52428800,16,104614
SHA-512,30,1000,52428800,17,105343
SHA-512,30,1000,52428800,18,105477
SHA-512,30,1000,52428800,19,105814
SHA-512,30,1000,52428800,20,105956
SHA-512,30,1000,52428800,21,106235
SHA-512,30,1000,52428800,22,106586
SHA-512,30,1000,52428800,23,106608
SHA-512,30,1000,52428800,24,107205
SHA-512,30,1000,52428800,25,108911
SHA-512,30,1000,52428800,26,109337
SHA-512,30,1000,52428800,27,110537
SHA-512,30,1000,52428800,28,113146
SHA-512,30,1000,52428800,29,120914
# summary,mean,102607,median,104520,sd,7083.13,ci95_lo,100072,ci95_hi,105142,throughput_MiBps,487.296
