algo,N,block,msg_size,round,us_per_op
SHA-256,30,1000,1048576,0,522.243
SHA-256,30,1000,1048576,1,522.282
SHA-256,30,1000,1048576,2,523.396
SHA-256,30,1000,1048576,3,523.792
SHA-256,30,1000,1048576,4,524.417
SHA-256,30,1000,1048576,5,525.592
SHA-256,30,1000,1048576,6,525.625
SHA-256,30,1000,1048576,7,530.784
SHA-256,30,1000,1048576,8,541.64
SHA-256,30,1000,1048576,9,542.404
SHA-256,30,1000,1048576,10,543.632
SHA-256,30,1000,1048576,11,544.206
SHA-256,30,1000,1048576,12,544.485
SHA-256,30,1000,1048576,13,546.091
SHA-256,30,1000,1048576,14,547.617
SHA-256,30,1000,1048576,15,548.467
SHA-256,30,1000,1048576,16,551.055
SHA-256,30,1000,1048576,17,551.259
SHA-256,30,1000,1048576,18,553.065
SHA-256,30,1000,1048576,19,553.841
SHA-256,30,1000,1048576,20,556.204
SHA-256,30,1000,1048576,21,557.21
SHA-256,30,1000,1048576,22,562.66
SHA-256,30,1000,1048576,23,562.869
SHA-256,30,1000,1048576,24,563.36
SHA-256,30,1000,1048576,25,564.034
SHA-256,30,1000,1048576,26,564.203
SHA-256,30,1000,1048576,27,565.011
SHA-256,30,1000,1048576,28,565.207
SHA-256,30,1000,1048576,29,575.249
# summary,mean,546.73,median,548.467,sd,15.7526,ci95_lo,541.093,ci95_hi,552.367,throughput_MiBps,1829.06
