algo,N,block,msg_size,round,us_per_op
SHA-256,30,1000,52428800,0,30302.1
SHA-256,30,1000,52428800,1,30321.3
SHA-256,30,1000,52428800,2,30760.9
SHA-256,30,1000,52428800,3,30983.9
SHA-256,30,1000,52428800,4,31051.4
SHA-256,30,1000,52428800,5,31095.6
SHA-256,30,1000,52428800,6,31106.2
SHA-256,30,1000,52428800,7,31210.5
SHA-256,30,1000,52428800,8,31219.2
SHA-256,30,1000,52428800,9,31221.2
SHA-256,30,1000,52428800,10,31261.6
SHA-256,30,1000,52428800,11,31376
SHA-256,30,1000,52428800,12,31429.8
SHA-256,30,1000,52428800,13,31467.6
SHA-256,30,1000,52428800,14,31626.5
SHA-256,30,1000,52428800,15,31915
SHA-256,30,1000,52428800,16,33661.9
SHA-256,30,1000,52428800,17,33741.6
SHA-256,30,1000,52428800,18,33920.1
SHA-256,30,1000,52428800,19,33957.7
SHA-256,30,1000,52428800,20,33959.1
SHA-256,30,1000,52428800,21,33962
SHA-256,30,1000,52428800,22,34116.6
SHA-256,30,1000,52428800,23,34147.7
SHA-256,30,1000,52428800,24,34153.5
SHA-256,30,1000,52428800,25,34624.6
SHA-256,30,1000,52428800,26,34783.3
SHA-256,30,1000,52428800,27,34789.1
SHA-256,30,1000,52428800,28,35376.5
SHA-256,30,1000,52428800,29,36383.2
# summary,mean,32664.2,median,31915,sd,1750.27,ci95_lo,32037.9,ci95_hi,33290.5,throughput_MiBps,1530.73
