algo,N,block,msg_size,round,us_per_op
SHA3-512,30,1000,8388608,0,29535.7
SHA3-512,30,1000,8388608,1,29609.9
SHA3-512,30,1000,8388608,2,29624.5
SHA3-512,30,1000,8388608,3,29759.4
SHA3-512,30,1000,8388608,4,29887.9
SHA3-512,30,1000,8388608,5,29911.9
SHA3-512,30,1000,8388608,6,29933.5
SHA3-512,30,1000,8388608,7,30004.1
SHA3-512,30,1000,8388608,8,30005.1
SHA3-512,30,1000,8388608,9,30057.2
SHA3-512,30,1000,8388608,10,30105.5
SHA3-512,30,1000,8388608,11,30119.6
SHA3-512,30,1000,8388608,12,30122.6
SHA3-512,30,1000,8388608,13,30150
SHA3-512,30,1000,8388608,14,30205.8
SHA3-512,30,1000,8388608,15,30251.3
SHA3-512,30,1000,8388608,16,30285.6
SHA3-512,30,1000,8388608,17,30343.1
SHA3-512,30,1000,8388608,18,30346.6
SHA3-512,30,1000,8388608,19,30355.5
SHA3-512,30,1000,8388608,20,30391.4
SHA3-512,30,1000,8388608,21,30412.3
SHA3-512,30,1000,8388608,22,30449.4
SHA3-512,30,1000,8388608,23,30668.9
SHA3-512,30,1000,8388608,24,30737.8
SHA3-512,30,1000,8388608,25,30740.9
SHA3-512,30,1000,8388608,26,30757.2
SHA3-512,30,1000,8388608,27,30899.2
SHA3-512,30,1000,8388608,28,31232.8
SHA3-512,30,1000,8388608,29,31320.1
# summary,mean,30274.2,median,30251.3,sd,441.958,ci95_lo,30116,ci95_hi,30432.3,throughput_MiBps,264.252
