algo,N,block,msg_size,round,us_per_op
SHA-512,30,1000,104857600,0,158622
SHA-512,30,1000,104857600,1,158972
SHA-512,30,1000,104857600,2,158972
SHA-512,30,1000,104857600,3,159054
SHA-512,30,1000,104857600,4,159080
SHA-512,30,1000,104857600,5,159127
SHA-512,30,1000,104857600,6,159256
SHA-512,30,1000,104857600,7,159300
SHA-512,30,1000,104857600,8,159660
SHA-512,30,1000,104857600,9,159676
SHA-512,30,1000,104857600,10,159708
SHA-512,30,1000,104857600,11,159794
SHA-512,30,1000,104857600,12,159886
SHA-512,30,1000,104857600,13,159946
SHA-512,30,1000,104857600,14,160209
SHA-512,30,1000,104857600,15,198077
SHA-512,30,1000,104857600,16,201208
SHA-512,30,1000,104857600,17,201837
SHA-512,30,1000,104857600,18,206138
SHA-512,30,1000,104857600,19,207115
SHA-512,30,1000,104857600,20,210646
SHA-512,30,1000,104857600,21,211542
SHA-512,30,1000,104857600,22,214456
SHA-512,30,1000,104857600,23,215082
SHA-512,30,1000,104857600,24,221275
SHA-512,30,1000,104857600,25,222767
SHA-512,30,1000,104857600,26,223410
SHA-512,30,1000,104857600,27,227159
SHA-512,30,1000,104857600,28,231584
SHA-512,30,1000,104857600,29,234591
# summary,mean,187272,median,198077,sd,29406.3,ci95_lo,176749,ci95_hi,197795,throughput_MiBps,533.984
