op,algo,N,block,msg_size,round,us_per_op
keygen,mldsa-44,30,1000,1024,0,10034.5
keygen,mldsa-44,30,1000,1024,1,10134.2
keygen,mldsa-44,30,1000,1024,2,10543
keygen,mldsa-44,30,1000,1024,3,10565.3
keygen,mldsa-44,30,1000,1024,4,10698.7
keygen,mldsa-44,30,1000,1024,5,10732.7
keygen,mldsa-44,30,1000,1024,6,11035.9
keygen,mldsa-44,30,1000,1024,7,11125.2
keygen,mldsa-44,30,1000,1024,8,11376.4
keygen,mldsa-44,30,1000,1024,9,11414.9
keygen,mldsa-44,30,1000,1024,10,11585.1
keygen,mldsa-44,30,1000,1024,11,11604.6
keygen,mldsa-44,30,1000,1024,12,11648.5
keygen,mldsa-44,30,1000,1024,13,11682.4
keygen,mldsa-44,30,1000,1024,14,11771.7
keygen,mldsa-44,30,1000,1024,15,11909.8
keygen,mldsa-44,30,1000,1024,16,11912
keygen,mldsa-44,30,1000,1024,17,11972.2
keygen,mldsa-44,30,1000,1024,18,11983
keygen,mldsa-44,30,1000,1024,19,12051.2
keygen,mldsa-44,30,1000,1024,20,12139.4
keygen,mldsa-44,30,1000,1024,21,12223.7
keygen,mldsa-44,30,1000,1024,22,12233.6
keygen,mldsa-44,30,1000,1024,23,12247.3
keygen,mldsa-44,30,1000,1024,24,12267
keygen,mldsa-44,30,1000,1024,25,12375.8
keygen,mldsa-44,30,1000,1024,26,12378.8
keygen,mldsa-44,30,1000,1024,27,12467.3
keygen,mldsa-44,30,1000,1024,28,12480.7
keygen,mldsa-44,30,1000,1024,29,12589.8
# summary,mean,11639.5,median,11909.8,sd,726.713,ci95_lo,11379.4,ci95_hi,11899.5
