op,algo,N,block,msg_size,round,us_per_op
sign,mldsa-44,30,1000,1048576,0,2129.32
sign,mldsa-44,30,1000,1048576,1,2496.2
sign,mldsa-44,30,1000,1048576,2,2502.21
sign,mldsa-44,30,1000,1048576,3,2519.38
sign,mldsa-44,30,1000,1048576,4,2550
sign,mldsa-44,30,1000,1048576,5,2595.34
sign,mldsa-44,30,1000,1048576,6,2611.65
sign,mldsa-44,30,1000,1048576,7,2630.97
sign,mldsa-44,30,1000,1048576,8,2660.19
sign,mldsa-44,30,1000,1048576,9,2679.71
sign,mldsa-44,30,1000,1048576,10,2747.09
sign,mldsa-44,30,1000,1048576,11,2799.97
sign,mldsa-44,30,1000,1048576,12,2804.8
sign,mldsa-44,30,1000,1048576,13,2817.18
sign,mldsa-44,30,1000,1048576,14,2910.89
sign,mldsa-44,30,1000,1048576,15,3106.27
sign,mldsa-44,30,1000,1048576,16,3346.77
sign,mldsa-44,30,1000,1048576,17,3445.08
sign,mldsa-44,30,1000,1048576,18,3519.48
sign,mldsa-44,30,1000,1048576,19,3541.41
sign,mldsa-44,30,1000,1048576,20,3560.57
sign,mldsa-44,30,1000,1048576,21,3566.55
sign,mldsa-44,30,1000,1048576,22,3601.03
sign,mldsa-44,30,1000,1048576,23,3705.38
sign,mldsa-44,30,1000,1048576,24,3707.45
sign,mldsa-44,30,1000,1048576,25,3750.18
sign,mldsa-44,30,1000,1048576,26,3768.74
sign,mldsa-44,30,1000,1048576,27,3852.39
sign,mldsa-44,30,1000,1048576,28,3928.73
sign,mldsa-44,30,1000,1048576,29,4064.16
# summary,mean,3130.64,median,3106.27,sd,550.732,ci95_lo,2933.56,ci95_hi,3327.71
