op,algo,N,block,msg_size,round,us_per_op
sign,mldsa-65,30,1000,1024,0,343.88
sign,mldsa-65,30,1000,1024,1,347.119
sign,mldsa-65,30,1000,1024,2,348.596
sign,mldsa-65,30,1000,1024,3,348.835
sign,mldsa-65,30,1000,1024,4,350.792
sign,mldsa-65,30,1000,1024,5,388.728
sign,mldsa-65,30,1000,1024,6,396.367
sign,mldsa-65,30,1000,1024,7,415.666
sign,mldsa-65,30,1000,1024,8,417.851
sign,mldsa-65,30,1000,1024,9,426.57
sign,mldsa-65,30,1000,1024,10,427.014
sign,mldsa-65,30,1000,1024,11,436.639
sign,mldsa-65,30,1000,1024,12,437.507
sign,mldsa-65,30,1000,1024,13,440.817
sign,mldsa-65,30,1000,1024,14,451.444
sign,mldsa-65,30,1000,1024,15,460.137
sign,mldsa-65,30,1000,1024,16,460.945
sign,mldsa-65,30,1000,1024,17,462.04
sign,mldsa-65,30,1000,1024,18,463.694
sign,mldsa-65,30,1000,1024,19,476.542
sign,mldsa-65,30,1000,1024,20,482.163
sign,mldsa-65,30,1000,1024,21,507.101
sign,mldsa-65,30,1000,1024,22,513.139
sign,mldsa-65,30,1000,1024,23,518.345
sign,mldsa-65,30,1000,1024,24,560.334
sign,mldsa-65,30,1000,1024,25,565.768
sign,mldsa-65,30,1000,1024,26,595.216
sign,mldsa-65,30,1000,1024,27,595.265
sign,mldsa-65,30,1000,1024,28,603.241
sign,mldsa-65,30,1000,1024,29,647.641
# summary,mean,462.98,median,460.137,sd,83.4627,ci95_lo,433.113,ci95_hi,492.847
