op,algo,N,block,msg_size,round,us_per_op
verify,mldsa-44,30,1000,16384,0,109.02
verify,mldsa-44,30,1000,16384,1,109.515
verify,mldsa-44,30,1000,16384,2,109.835
verify,mldsa-44,30,1000,16384,3,109.931
verify,mldsa-44,30,1000,16384,4,110.584
verify,mldsa-44,30,1000,16384,5,110.674
verify,mldsa-44,30,1000,16384,6,110.927
verify,mldsa-44,30,1000,16384,7,111.142
verify,mldsa-44,30,1000,16384,8,111.381
verify,mldsa-44,30,1000,16384,9,111.46
verify,mldsa-44,30,1000,16384,10,111.534
verify,mldsa-44,30,1000,16384,11,111.759
verify,mldsa-44,30,1000,16384,12,111.825
verify,mldsa-44,30,1000,16384,13,112.065
verify,mldsa-44,30,1000,16384,14,112.068
verify,mldsa-44,30,1000,16384,15,112.506
verify,mldsa-44,30,1000,16384,16,113.174
verify,mldsa-44,30,1000,16384,17,114.121
verify,mldsa-44,30,1000,16384,18,115.006
verify,mldsa-44,30,1000,16384,19,115.727
verify,mldsa-44,30,1000,16384,20,125.579
verify,mldsa-44,30,1000,16384,21,129.224
verify,mldsa-44,30,1000,16384,22,131.616
verify,mldsa-44,30,1000,16384,23,133.91
verify,mldsa-44,30,1000,16384,24,134.538
verify,mldsa-44,30,1000,16384,25,136.144
verify,mldsa-44,30,1000,16384,26,140.474
verify,mldsa-44,30,1000,16384,27,143.683
verify,mldsa-44,30,1000,16384,28,167.93
verify,mldsa-44,30,1000,16384,29,178.41
# summary,mean,121.859,median,112.506,sd,17.5517,ci95_lo,115.578,ci95_hi,128.14
