op,algo,N,block,msg_size,round,us_per_op
verify,mldsa-44,30,1000,8388608,0,18270.4
verify,mldsa-44,30,1000,8388608,1,18346.2
verify,mldsa-44,30,1000,8388608,2,18365.3
verify,mldsa-44,30,1000,8388608,3,18433.4
verify,mldsa-44,30,1000,8388608,4,18454.6
verify,mldsa-44,30,1000,8388608,5,18517.1
verify,mldsa-44,30,1000,8388608,6,18532
verify,mldsa-44,30,1000,8388608,7,18552.7
verify,mldsa-44,30,1000,8388608,8,18619.2
verify,mldsa-44,30,1000,8388608,9,18713.5
verify,mldsa-44,30,1000,8388608,10,18729.4
verify,mldsa-44,30,1000,8388608,11,18812.7
verify,mldsa-44,30,1000,8388608,12,18905.9
verify,mldsa-44,30,1000,8388608,13,18910.3
verify,mldsa-44,30,1000,8388608,14,18919.1
verify,mldsa-44,30,1000,8388608,15,18962
verify,mldsa-44,30,1000,8388608,16,18983.7
verify,mldsa-44,30,1000,8388608,17,19138.5
verify,mldsa-44,30,1000,8388608,18,19262.4
verify,mldsa-44,30,1000,8388608,19,19348
verify,mldsa-44,30,1000,8388608,20,19366.4
verify,mldsa-44,30,1000,8388608,21,19390.5
verify,mldsa-44,30,1000,8388608,22,19415.7
verify,mldsa-44,30,1000,8388608,23,19473.4
verify,mldsa-44,30,1000,8388608,24,19733.5
verify,mldsa-44,30,1000,8388608,25,19924
verify,mldsa-44,30,1000,8388608,26,19973.7
verify,mldsa-44,30,1000,8388608,27,20154.9
verify,mldsa-44,30,1000,8388608,28,20395.3
verify,mldsa-44,30,1000,8388608,29,20473.6
# summary,mean,19102.6,median,18962,sd,625.964,ci95_lo,18878.6,ci95_hi,19326.6
