op,algo,N,block,msg_size,round,us_per_op
verify,mldsa-65,30,1000,1024,0,103.845
verify,mldsa-65,30,1000,1024,1,105.111
verify,mldsa-65,30,1000,1024,2,105.529
verify,mldsa-65,30,1000,1024,3,106.122
verify,mldsa-65,30,1000,1024,4,106.65
verify,mldsa-65,30,1000,1024,5,106.807
verify,mldsa-65,30,1000,1024,6,107.494
verify,mldsa-65,30,1000,1024,7,107.818
verify,mldsa-65,30,1000,1024,8,107.922
verify,mldsa-65,30,1000,1024,9,109.126
verify,mldsa-65,30,1000,1024,10,109.613
verify,mldsa-65,30,1000,1024,11,109.632
verify,mldsa-65,30,1000,1024,12,109.964
verify,mldsa-65,30,1000,1024,13,110.451
verify,mldsa-65,30,1000,1024,14,110.869
verify,mldsa-65,30,1000,1024,15,111.061
verify,mldsa-65,30,1000,1024,16,112.104
verify,mldsa-65,30,1000,1024,17,113.849
verify,mldsa-65,30,1000,1024,18,117.96
verify,mldsa-65,30,1000,1024,19,118.437
verify,mldsa-65,30,1000,1024,20,119.407
verify,mldsa-65,30,1000,1024,21,119.452
verify,mldsa-65,30,1000,1024,22,120.108
verify,mldsa-65,30,1000,1024,23,120.881
verify,mldsa-65,30,1000,1024,24,122.217
verify,mldsa-65,30,1000,1024,25,124.188
verify,mldsa-65,30,1000,1024,26,130.812
verify,mldsa-65,30,1000,1024,27,133.021
verify,mldsa-65,30,1000,1024,28,146.669
verify,mldsa-65,30,1000,1024,29,180.703
# summary,mean,116.927,median,111.061,sd,15.4322,ci95_lo,111.405,ci95_hi,122.45
