op,algo,N,block,msg_size,round,us_per_op
sign,mldsa-65,30,1000,1048576,0,2079.57
sign,mldsa-65,30,1000,1048576,1,2735.06
sign,mldsa-65,30,1000,1048576,2,2774.27
sign,mldsa-65,30,1000,1048576,3,2776.66
sign,mldsa-65,30,1000,1048576,4,2795.77
sign,mldsa-65,30,1000,1048576,5,2807.97
sign,mldsa-65,30,1000,1048576,6,2815.43
sign,mldsa-65,30,1000,1048576,7,2819.13
sign,mldsa-65,30,1000,1048576,8,2830.35
sign,mldsa-65,30,1000,1048576,9,2832.93
sign,mldsa-65,30,1000,1048576,10,2833.68
sign,mldsa-65,30,1000,1048576,11,2846.78
sign,mldsa-65,30,1000,1048576,12,2851.26
sign,mldsa-65,30,1000,1048576,13,2853.93
sign,mldsa-65,30,1000,1048576,14,2871.51
sign,mldsa-65,30,1000,1048576,15,2903.02
sign,mldsa-65,30,1000,1048576,16,2908.39
sign,mldsa-65,30,1000,1048576,17,2926.78
sign,mldsa-65,30,1000,1048576,18,2931.6
sign,mldsa-65,30,1000,1048576,19,2936.47
sign,mldsa-65,30,1000,1048576,20,2953.67
sign,mldsa-65,30,1000,1048576,21,2962.5
sign,mldsa-65,30,1000,1048576,22,2972.57
sign,mldsa-65,30,1000,1048576,23,2973.75
sign,mldsa-65,30,1000,1048576,24,2974.95
sign,mldsa-65,30,1000,1048576,25,3009.51
sign,mldsa-65,30,1000,1048576,26,3065.92
sign,mldsa-65,30,1000,1048576,27,3086.46
sign,mldsa-65,30,1000,1048576,28,3178.19
sign,mldsa-65,30,1000,1048576,29,3628.67
# summary,mean,2897.89,median,2903.02,sd,227.049,ci95_lo,2816.64,ci95_hi,2979.14
