op,algo,N,block,msg_size,round,us_per_op
verify,mldsa-65,30,1000,8388608,0,17396.5
verify,mldsa-65,30,1000,8388608,1,17415.4
verify,mldsa-65,30,1000,8388608,2,17415.5
verify,mldsa-65,30,1000,8388608,3,17505.8
verify,mldsa-65,30,1000,8388608,4,17659.8
verify,mldsa-65,30,1000,8388608,5,17713.5
verify,mldsa-65,30,1000,8388608,6,17755.4
verify,mldsa-65,30,1000,8388608,7,17771.2
verify,mldsa-65,30,1000,8388608,8,17780.6
verify,mldsa-65,30,1000,8388608,9,17921.5
verify,mldsa-65,30,1000,8388608,10,17932.5
verify,mldsa-65,30,1000,8388608,11,17934
verify,mldsa-65,30,1000,8388608,12,17983.8
verify,mldsa-65,30,1000,8388608,13,18008.2
verify,mldsa-65,30,1000,8388608,14,18303.5
verify,mldsa-65,30,1000,8388608,15,18363.9
verify,mldsa-65,30,1000,8388608,16,18392.2
verify,mldsa-65,30,1000,8388608,17,18412.7
verify,mldsa-65,30,1000,8388608,18,18536.3
verify,mldsa-65,30,1000,8388608,19,18569
verify,mldsa-65,30,1000,8388608,20,18637.8
verify,mldsa-65,30,1000,8388608,21,18687.5
verify,mldsa-65,30,1000,8388608,22,18828.5
verify,mldsa-65,30,1000,8388608,23,18891
verify,mldsa-65,30,1000,8388608,24,18915.4
verify,mldsa-65,30,1000,8388608,25,19012.8
verify,mldsa-65,30,1000,8388608,26,19049.3
verify,mldsa-65,30,1000,8388608,27,19058.1
verify,mldsa-65,30,1000,8388608,28,19136.8
verify,mldsa-65,30,1000,8388608,29,19163.2
# summary,mean,18271.7,median,18363.9,sd,578.334,ci95_lo,18064.8,ci95_hi,18478.7
