op,algo,N,block,msg_size,round,us_per_op
verify,mldsa-65,30,1000,16384,0,130.772
verify,mldsa-65,30,1000,16384,1,132.632
verify,mldsa-65,30,1000,16384,2,133.885
verify,mldsa-65,30,1000,16384,3,134.183
verify,mldsa-65,30,1000,16384,4,134.654
verify,mldsa-65,30,1000,16384,5,135.356
verify,mldsa-65,30,1000,16384,6,135.641
verify,mldsa-65,30,1000,16384,7,136.816
verify,mldsa-65,30,1000,16384,8,139.022
verify,mldsa-65,30,1000,16384,9,139.198
verify,mldsa-65,30,1000,16384,10,140.186
verify,mldsa-65,30,1000,16384,11,142.019
verify,mldsa-65,30,1000,16384,12,142.887
verify,mldsa-65,30,1000,16384,13,144.376
verify,mldsa-65,30,1000,16384,14,144.761
verify,mldsa-65,30,1000,16384,15,147.201
verify,mldsa-65,30,1000,16384,16,147.264
verify,mldsa-65,30,1000,16384,17,149.914
verify,mldsa-65,30,1000,16384,18,153.776
verify,mldsa-65,30,1000,16384,19,155.079
verify,mldsa-65,30,1000,16384,20,160.864
verify,mldsa-65,30,1000,16384,21,161.046
verify,mldsa-65,30,1000,16384,22,163.325
verify,mldsa-65,30,1000,16384,23,173.084
verify,mldsa-65,30,1000,16384,24,177.9
verify,mldsa-65,30,1000,16384,25,192.391
verify,mldsa-65,30,1000,16384,26,195.938
verify,mldsa-65,30,1000,16384,27,197.576
verify,mldsa-65,30,1000,16384,28,198.99
verify,mldsa-65,30,1000,16384,29,243.808
# summary,mean,156.151,median,147.201,sd,26.612,ci95_lo,146.628,ci95_hi,165.674
