op,algo,N,block,msg_size,round,us_per_op
sign,mldsa-44,30,1000,8388608,0,18389.6
sign,mldsa-44,30,1000,8388608,1,18623.2
sign,mldsa-44,30,1000,8388608,2,18779.9
sign,mldsa-44,30,1000,8388608,3,18868.7
sign,mldsa-44,30,1000,8388608,4,18931.5
sign,mldsa-44,30,1000,8388608,5,19031.9
sign,mldsa-44,30,1000,8388608,6,19092.7
sign,mldsa-44,30,1000,8388608,7,19357.7
sign,mldsa-44,30,1000,8388608,8,19372.7
sign,mldsa-44,30,1000,8388608,9,19409.1
sign,mldsa-44,30,1000,8388608,10,19432.7
sign,mldsa-44,30,1000,8388608,11,19561.3
sign,mldsa-44,30,1000,8388608,12,19596.5
sign,mldsa-44,30,1000,8388608,13,19605.2
sign,mldsa-44,30,1000,8388608,14,19649.2
sign,mldsa-44,30,1000,8388608,15,19660.4
sign,mldsa-44,30,1000,8388608,16,19775.9
sign,mldsa-44,30,1000,8388608,17,19858.5
sign,mldsa-44,30,1000,8388608,18,19879.4
sign,mldsa-44,30,1000,8388608,19,19898.1
sign,mldsa-44,30,1000,8388608,20,19960.1
sign,mldsa-44,30,1000,8388608,21,19965.5
sign,mldsa-44,30,1000,8388608,22,20189.7
sign,mldsa-44,30,1000,8388608,23,20203.9
sign,mldsa-44,30,1000,8388608,24,20276.6
sign,mldsa-44,30,1000,8388608,25,20322.8
sign,mldsa-44,30,1000,8388608,26,21273.7
sign,mldsa-44,30,1000,8388608,27,21312.2
sign,mldsa-44,30,1000,8388608,28,22080.1
sign,mldsa-44,30,1000,8388608,29,22806.4
# summary,mean,19838.8,median,19660.4,sd,973.972,ci95_lo,19490.3,ci95_hi,20187.4
