op,algo,N,block,msg_size,round,us_per_op
sign,mldsa-65,30,1000,16384,0,359.094
sign,mldsa-65,30,1000,16384,1,372.344
sign,mldsa-65,30,1000,16384,2,376.306
sign,mldsa-65,30,1000,16384,3,378.16
sign,mldsa-65,30,1000,16384,4,384.346
sign,mldsa-65,30,1000,16384,5,399.13
sign,mldsa-65,30,1000,16384,6,403.908
sign,mldsa-65,30,1000,16384,7,452.722
sign,mldsa-65,30,1000,16384,8,474.266
sign,mldsa-65,30,1000,16384,9,474.767
sign,mldsa-65,30,1000,16384,10,475.965
sign,mldsa-65,30,1000,16384,11,477.488
sign,mldsa-65,30,1000,16384,12,479.321
sign,mldsa-65,30,1000,16384,13,488.968
sign,mldsa-65,30,1000,16384,14,490.139
sign,mldsa-65,30,1000,16384,15,490.904
sign,mldsa-65,30,1000,16384,16,508.419
sign,mldsa-65,30,1000,16384,17,520.89
sign,mldsa-65,30,1000,16384,18,547.754
sign,mldsa-65,30,1000,16384,19,550.176
sign,mldsa-65,30,1000,16384,20,557.647
sign,mldsa-65,30,1000,16384,21,561.395
sign,mldsa-65,30,1000,16384,22,565.164
sign,mldsa-65,30,1000,16384,23,567.142
sign,mldsa-65,30,1000,16384,24,570.667
sign,mldsa-65,30,1000,16384,25,589.479
sign,mldsa-65,30,1000,16384,26,596.407
sign,mldsa-65,30,1000,16384,27,625.818
sign,mldsa-65,30,1000,16384,28,716.237
sign,mldsa-65,30,1000,16384,29,730.489
# summary,mean,506.184,median,490.904,sd,95.13,ci95_lo,472.142,ci95_hi,540.226
