algo,N,block,msg_size,round,us_per_op
SHA3-256,30,1000,52428800,0,128757
SHA3-256,30,1000,52428800,1,128985
SHA3-256,30,1000,52428800,2,129624
SHA3-256,30,1000,52428800,3,129708
SHA3-256,30,1000,52428800,4,129842
SHA3-256,30,1000,52428800,5,129993
SHA3-256,30,1000,52428800,6,130419
SHA3-256,30,1000,52428800,7,130845
SHA3-256,30,1000,52428800,8,133634
SHA3-256,30,1000,52428800,9,133686
SHA3-256,30,1000,52428800,10,134583
SHA3-256,30,1000,52428800,11,135175
SHA3-256,30,1000,52428800,12,135213
SHA3-256,30,1000,52428800,13,135549
SHA3-256,30,1000,52428800,14,136038
SHA3-256,30,1000,52428800,15,137573
SHA3-256,30,1000,52428800,16,138263
SHA3-256,30,1000,52428800,17,138922
SHA3-256,30,1000,52428800,18,139005
SHA3-256,30,1000,52428800,19,139102
SHA3-256,30,1000,52428800,20,139161
SHA3-256,30,1000,52428800,21,139802
SHA3-256,30,1000,52428800,22,139870
SHA3-256,30,1000,52428800,23,140061
SHA3-256,30,1000,52428800,24,140122
SHA3-256,30,1000,52428800,25,140589
SHA3-256,30,1000,52428800,26,140873
SHA3-256,30,1000,52428800,27,140890
SHA3-256,30,1000,52428800,28,141336
SHA3-256,30,1000,52428800,29,141379
# summary,mean,135967,median,137573,sd,4401.69,ci95_lo,134391,ci95_hi,137542,throughput_MiBps,367.737
