algo,N,block,msg_size,round,us_per_op
SHA-256,30,1000,8388608,0,3689.41
SHA-256,30,1000,8388608,1,3696.03
SHA-256,30,1000,8388608,2,3699.99
SHA-256,30,1000,8388608,3,3701.18
SHA-256,30,1000,8388608,4,3709.37
SHA-256,30,1000,8388608,5,3711.06
SHA-256,30,1000,8388608,6,3715.49
SHA-256,30,1000,8388608,7,3751.96
SHA-256,30,1000,8388608,8,3792.59
SHA-256,30,1000,8388608,9,3800.63
SHA-256,30,1000,8388608,10,3805.97
SHA-256,30,1000,8388608,11,3814.94
SHA-256,30,1000,8388608,12,3832.03
SHA-256,30,1000,8388608,13,3836.04
SHA-256,30,1000,8388608,14,3841.28
SHA-256,30,1000,8388608,15,3848.09
SHA-256,30,1000,8388608,16,3863.18
SHA-256,30,1000,8388608,17,3898.21
SHA-256,30,1000,8388608,18,3900.74
SHA-256,30,1000,8388608,19,3906.47
SHA-256,30,1000,8388608,20,3940.91
SHA-256,30,1000,8388608,21,3994.69
SHA-256,30,1000,8388608,22,4029.59
SHA-256,30,1000,8388608,23,4041.46
SHA-256,30,1000,8388608,24,4072.96
SHA-256,30,1000,8388608,25,4079.58
SHA-256,30,1000,8388608,26,4084.12
SHA-256,30,1000,8388608,27,4094.94
SHA-256,30,1000,8388608,28,4098.6
SHA-256,30,1000,8388608,29,4099.36
# summary,mean,3878.36,median,3848.09,sd,143.103,ci95_lo,3827.15,ci95_hi,3929.57,throughput_MiBps,2062.73
