algo,N,block,msg_size,round,us_per_op
SHA3-256,30,1000,8388608,0,20276
SHA3-256,30,1000,8388608,1,20285.3
SHA3-256,30,1000,8388608,2,20287.2
SHA3-256,30,1000,8388608,3,20318.1
SHA3-256,30,1000,8388608,4,20390
SHA3-256,30,1000,8388608,5,20419.3
SHA3-256,30,1000,8388608,6,20428.6
SHA3-256,30,1000,8388608,7,20434.1
SHA3-256,30,1000,8388608,8,20442.6
SHA3-256,30,1000,8388608,9,20443.8
SHA3-256,30,1000,8388608,10,20449.5
SHA3-256,30,1000,8388608,11,20454.7
SHA3-256,30,1000,8388608,12,20515.7
SHA3-256,30,1000,8388608,13,20608.2
SHA3-256,30,1000,8388608,14,21130.2
SHA3-256,30,1000,8388608,15,21379.2
SHA3-256,30,1000,8388608,16,21680.1
SHA3-256,30,1000,8388608,17,21761.2
SHA3-256,30,1000,8388608,18,22378.1
SHA3-256,30,1000,8388608,19,22390.4
SHA3-256,30,1000,8388608,20,22392.4
SHA3-256,30,1000,8388608,21,22393.5
SHA3-256,30,1000,8388608,22,22405
SHA3-256,30,1000,8388608,23,22408.4
SHA3-256,30,1000,8388608,24,22409.1
SHA3-256,30,1000,8388608,25,22415.1
SHA3-256,30,1000,8388608,26,22415.7
SHA3-256,30,1000,8388608,27,22419.5
SHA3-256,30,1000,8388608,28,22421
SHA3-256,30,1000,8388608,29,22448.8
# summary,mean,21353.4,median,21379.2,sd,950.962,ci95_lo,21013.1,ci95_hi,21693.7,throughput_MiBps,374.648
