algo,N,block,msg_size,round,us_per_op
SHA-512,30,1000,8388608,0,12701.5
SHA-512,30,1000,8388608,1,12703.4
SHA-512,30,1000,8388608,2,12703.7
SHA-512,30,1000,8388608,3,12704.7
SHA-512,30,1000,8388608,4,12705.3
SHA-512,30,1000,8388608,5,12710
SHA-512,30,1000,8388608,6,12729.1
SHA-512,30,1000,8388608,7,12734.7
SHA-512,30,1000,8388608,8,12753.8
SHA-512,30,1000,8388608,9,12758.7
SHA-512,30,1000,8388608,10,12817.3
SHA-512,30,1000,8388608,11,12850.6
SHA-512,30,1000,8388608,12,12872
SHA-512,30,1000,8388608,13,12910
SHA-512,30,1000,8388608,14,13348
SHA-512,30,1000,8388608,15,13359.6
SHA-512,30,1000,8388608,16,13369.6
SHA-512,30,1000,8388608,17,13371.1
SHA-512,30,1000,8388608,18,13389.5
SHA-512,30,1000,8388608,19,13401.4
SHA-512,30,1000,8388608,20,13411.2
SHA-512,30,1000,8388608,21,13412.9
SHA-512,30,1000,8388608,22,13445.2
SHA-512,30,1000,8388608,23,13452.6
SHA-512,30,1000,8388608,24,13463
SHA-512,30,1000,8388608,25,13464.8
SHA-512,30,1000,8388608,26,13480.3
SHA-512,30,1000,8388608,27,13493.6
SHA-512,30,1000,8388608,28,13524.3
SHA-512,30,1000,8388608,29,13580.9
# summary,mean,13120.8,median,13359.6,sd,348.664,ci95_lo,12996,ci95_hi,13245.5,throughput_MiBps,609.721
