algo,N,block,msg_size,round,us_per_op
SHA-256,30,1000,1048576,0,460.025
SHA-256,30,1000,1048576,1,461.328
SHA-256,30,1000,1048576,2,461.522
SHA-256,30,1000,1048576,3,462.093
SHA-256,30,1000,1048576,4,462.182
SHA-256,30,1000,1048576,5,463.163
SHA-256,30,1000,1048576,6,463.307
SHA-256,30,1000,1048576,7,464.15
SHA-256,30,1000,1048576,8,464.7
SHA-256,30,1000,1048576,9,465.466
SHA-256,30,1000,1048576,10,465.479
SHA-256,30,1000,1048576,11,466.355
SHA-256,30,1000,1048576,12,467.137
SHA-256,30,1000,1048576,13,467.231
SHA-256,30,1000,1048576,14,467.341
SHA-256,30,1000,1048576,15,468.102
SHA-256,30,1000,1048576,16,468.642
SHA-256,30,1000,1048576,17,469.091
SHA-256,30,1000,1048576,18,471.22
SHA-256,30,1000,1048576,19,471.401
SHA-256,30,1000,1048576,20,472.287
SHA-256,30,1000,1048576,21,472.529
SHA-256,30,1000,1048576,22,473.097
SHA-256,30,1000,1048576,23,475.394
SHA-256,30,1000,1048576,24,480.88
SHA-256,30,1000,1048576,25,484.176
SHA-256,30,1000,1048576,26,485.173
SHA-256,30,1000,1048576,27,496.085
SHA-256,30,1000,1048576,28,522.771
SHA-256,30,1000,1048576,29,528.007
# summary,mean,473.344,median,468.102,sd,16.3003,ci95_lo,467.511,ci95_hi,479.177,throughput_MiBps,2112.63
