algo,N,block,msg_size,round,us_per_op
SHA3-256,30,1000,1048576,0,2509.34
SHA3-256,30,1000,1048576,1,2514.87
SHA3-256,30,1000,1048576,2,2517.39
SHA3-256,30,1000,1048576,3,2521.38
SHA3-256,30,1000,1048576,4,2523.29
SHA3-256,30,1000,1048576,5,2525.86
SHA3-256,30,1000,1048576,6,2526.12
SHA3-256,30,1000,1048576,7,2526.27
SHA3-256,30,1000,1048576,8,2527.8
SHA3-256,30,1000,1048576,9,2528.18
SHA3-256,30,1000,1048576,10,2530.7
SHA3-256,30,1000,1048576,11,2532.99
SHA3-256,30,1000,1048576,12,2534.25
SHA3-256,30,1000,1048576,13,2534.49
SHA3-256,30,1000,1048576,14,2535.15
SHA3-256,30,1000,1048576,15,2535.65
SHA3-256,30,1000,1048576,16,2537.95
SHA3-256,30,1000,1048576,17,2541.8
SHA3-256,30,1000,1048576,18,2542.02
SHA3-256,30,1000,1048576,19,2544.13
SHA3-256,30,1000,1048576,20,2545.76
SHA3-256,30,1000,1048576,21,2546.38
SHA3-256,30,1000,1048576,22,2546.67
SHA3-256,30,1000,1048576,23,2547.47
SHA3-256,30,1000,1048576,24,2549.5
SHA3-256,30,1000,1048576,25,2550.11
SHA3-256,30,1000,1048576,26,2550.7
SHA3-256,30,1000,1048576,27,2552.46
SHA3-256,30,1000,1048576,28,2579.75
SHA3-256,30,1000,1048576,29,2587.96
# summary,mean,2538.21,median,2535.65,sd,16.8861,ci95_lo,2532.17,ci95_hi,2544.26,throughput_MiBps,393.978
