op,bits,N,block,msg_size,hash,round,us_per_op
verify,3072,30,1000,16384,sha256,0,301.97
verify,3072,30,1000,16384,sha256,1,301.675
verify,3072,30,1000,16384,sha256,2,301.847
verify,3072,30,1000,16384,sha256,3,301.432
verify,3072,30,1000,16384,sha256,4,301.647
verify,3072,30,1000,16384,sha256,5,302.074
verify,3072,30,1000,16384,sha256,6,301.998
verify,3072,30,1000,16384,sha256,7,301.572
verify,3072,30,1000,16384,sha256,8,301.947
verify,3072,30,1000,16384,sha256,9,302.29
verify,3072,30,1000,16384,sha256,10,302.147
verify,3072,30,1000,16384,sha256,11,302.235
verify,3072,30,1000,16384,sha256,12,303.842
verify,3072,30,1000,16384,sha256,13,302.035
verify,3072,30,1000,16384,sha256,14,301.86
verify,3072,30,1000,16384,sha256,15,309.097
verify,3072,30,1000,16384,sha256,16,302.716
verify,3072,30,1000,16384,sha256,17,302.147
verify,3072,30,1000,16384,sha256,18,301.961
verify,3072,30,1000,16384,sha256,19,302.852
verify,3072,30,1000,16384,sha256,20,303.179
verify,3072,30,1000,16384,sha256,21,306.54
verify,3072,30,1000,16384,sha256,22,301.599
verify,3072,30,1000,16384,sha256,23,302.346
verify,3072,30,1000,16384,sha256,24,302.201
verify,3072,30,1000,16384,sha256,25,301.957
verify,3072,30,1000,16384,sha256,26,302.017
verify,3072,30,1000,16384,sha256,27,302.284
verify,3072,30,1000,16384,sha256,28,302.088
verify,3072,30,1000,16384,sha256,29,305.214
# summary,mean,302.626,median,302.081,sd,1.62917,ci95_lo,302.043,ci95_hi,303.209
