op,bits,N,block,msg_size,hash,round,us_per_op
keygen,4096,30,1000,1024,sha256,0,1.12851e+06
keygen,4096,30,1000,1024,sha256,1,1.08202e+06
keygen,4096,30,1000,1024,sha256,2,1.04506e+06
keygen,4096,30,1000,1024,sha256,3,1.07902e+06
keygen,4096,30,1000,1024,sha256,4,1.07888e+06
keygen,4096,30,1000,1024,sha256,5,1.08195e+06
keygen,4096,30,1000,1024,sha256,6,1.18892e+06
keygen,4096,30,1000,1024,sha256,7,1.19723e+06
keygen,4096,30,1000,1024,sha256,8,1.05054e+06
keygen,4096,30,1000,1024,sha256,9,993479
keygen,4096,30,1000,1024,sha256,10,1.01593e+06
keygen,4096,30,1000,1024,sha256,11,1.00842e+06
keygen,4096,30,1000,1024,sha256,12,1.01253e+06
keygen,4096,30,1000,1024,sha256,13,1.00937e+06
keygen,4096,30,1000,1024,sha256,14,988062
keygen,4096,30,1000,1024,sha256,15,1.01387e+06
keygen,4096,30,1000,1024,sha256,16,1.05249e+06
keygen,4096,30,1000,1024,sha256,17,1.02019e+06
keygen,4096,30,1000,1024,sha256,18,1.00718e+06
keygen,4096,30,1000,1024,sha256,19,1.04109e+06
keygen,4096,30,1000,1024,sha256,20,1.02637e+06
keygen,4096,30,1000,1024,sha256,21,1.05546e+06
keygen,4096,30,1000,1024,sha256,22,992136
keygen,4096,30,1000,1024,sha256,23,1.17794e+06
keygen,4096,30,1000,1024,sha256,24,2.02446e+06
keygen,4096,30,1000,1024,sha256,25,1.25538e+06
keygen,4096,30,1000,1024,sha256,26,1.03944e+06
keygen,4096,30,1000,1024,sha256,27,985189
keygen,4096,30,1000,1024,sha256,28,977364
keygen,4096,30,1000,1024,sha256,29,978256
# summary,mean,1.08689e+06,median,1.04026e+06,sd,190637,ci95_lo,1.01867e+06,ci95_hi,1.15511e+06
