op,bits,N,block,msg_size,hash,round,us_per_op
verify,3072,30,1000,1048576,sha256,0,848.296
verify,3072,30,1000,1048576,sha256,1,843.214
verify,3072,30,1000,1048576,sha256,2,841.787
verify,3072,30,1000,1048576,sha256,3,838.123
verify,3072,30,1000,1048576,sha256,4,841.825
verify,3072,30,1000,1048576,sha256,5,843.536
verify,3072,30,1000,1048576,sha256,6,841.121
verify,3072,30,1000,1048576,sha256,7,845.252
verify,3072,30,1000,1048576,sha256,8,844.847
verify,3072,30,1000,1048576,sha256,9,844.738
verify,3072,30,1000,1048576,sha256,10,845.88
verify,3072,30,1000,1048576,sha256,11,843.049
verify,3072,30,1000,1048576,sha256,12,848.53
verify,3072,30,1000,1048576,sha256,13,846.084
verify,3072,30,1000,1048576,sha256,14,844.059
verify,3072,30,1000,1048576,sha256,15,842.463
verify,3072,30,1000,1048576,sha256,16,844.867
verify,3072,30,1000,1048576,sha256,17,842.342
verify,3072,30,1000,1048576,sha256,18,842.911
verify,3072,30,1000,1048576,sha256,19,845.165
verify,3072,30,1000,1048576,sha256,20,847.048
verify,3072,30,1000,1048576,sha256,21,875.148
verify,3072,30,1000,1048576,sha256,22,916.84
verify,3072,30,1000,1048576,sha256,23,903.288
verify,3072,30,1000,1048576,sha256,24,901.05
verify,3072,30,1000,1048576,sha256,25,897.867
verify,3072,30,1000,1048576,sha256,26,918.973
verify,3072,30,1000,1048576,sha256,27,909.42
verify,3072,30,1000,1048576,sha256,28,910.683
verify,3072,30,1000,1048576,sha256,29,908.462
# summary,mean,862.229,median,845.209,sd,29.1268,ci95_lo,851.806,ci95_hi,872.652
