op,bits,N,block,msg_size,hash,round,us_per_op
sign,3072,30,1000,1048576,sha256,0,2988.02
sign,3072,30,1000,1048576,sha256,1,3023.82
sign,3072,30,1000,1048576,sha256,2,3019.43
sign,3072,30,1000,1048576,sha256,3,3008.53
sign,3072,30,1000,1048576,sha256,4,3032.73
sign,3072,30,1000,1048576,sha256,5,2788.99
sign,3072,30,1000,1048576,sha256,6,2781.91
sign,3072,30,1000,1048576,sha256,7,2779
sign,3072,30,1000,1048576,sha256,8,2786.79
sign,3072,30,1000,1048576,sha256,9,2792.38
sign,3072,30,1000,1048576,sha256,10,2783.6
sign,3072,30,1000,1048576,sha256,11,2778.06
sign,3072,30,1000,1048576,sha256,12,2784.93
sign,3072,30,1000,1048576,sha256,13,2782.75
sign,3072,30,1000,1048576,sha256,14,2778.47
sign,3072,30,1000,1048576,sha256,15,2880.83
sign,3072,30,1000,1048576,sha256,16,2798.78
sign,3072,30,1000,1048576,sha256,17,2782.65
sign,3072,30,1000,1048576,sha256,18,2780.03
sign,3072,30,1000,1048576,sha256,19,2784.07
sign,3072,30,1000,1048576,sha256,20,2800.49
sign,3072,30,1000,1048576,sha256,21,2783.98
sign,3072,30,1000,1048576,sha256,22,2861.4
sign,3072,30,1000,1048576,sha256,23,3017.7
sign,3072,30,1000,1048576,sha256,24,3006.11
sign,3072,30,1000,1048576,sha256,25,3000.96
sign,3072,30,1000,1048576,sha256,26,3033.52
sign,3072,30,1000,1048576,sha256,27,2844.36
sign,3072,30,1000,1048576,sha256,28,2808.22
sign,3072,30,1000,1048576,sha256,29,2950.26
# summary,mean,2868.09,median,2799.64,sd,104.374,ci95_lo,2830.74,ci95_hi,2905.44
