op,algo,N,block,msg_size,round,us_per_op
verify,ecdsa-p256,30,1000,16384,0,382.181
verify,ecdsa-p256,30,1000,16384,1,357.456
verify,ecdsa-p256,30,1000,16384,2,352.776
verify,ecdsa-p256,30,1000,16384,3,352.448
verify,ecdsa-p256,30,1000,16384,4,353.208
verify,ecdsa-p256,30,1000,16384,5,352.29
verify,ecdsa-p256,30,1000,16384,6,341.664
verify,ecdsa-p256,30,1000,16384,7,335.434
verify,ecdsa-p256,30,1000,16384,8,337.13
verify,ecdsa-p256,30,1000,16384,9,337.77
verify,ecdsa-p256,30,1000,16384,10,337.834
verify,ecdsa-p256,30,1000,16384,11,339.212
verify,ecdsa-p256,30,1000,16384,12,338.746
verify,ecdsa-p256,30,1000,16384,13,338.515
verify,ecdsa-p256,30,1000,16384,14,338.885
verify,ecdsa-p256,30,1000,16384,15,339.419
verify,ecdsa-p256,30,1000,16384,16,339.375
verify,ecdsa-p256,30,1000,16384,17,339.171
verify,ecdsa-p256,30,1000,16384,18,340.096
verify,ecdsa-p256,30,1000,16384,19,339.71
verify,ecdsa-p256,30,1000,16384,20,339.332
verify,ecdsa-p256,30,1000,16384,21,340.373
verify,ecdsa-p256,30,1000,16384,22,339.333
verify,ecdsa-p256,30,1000,16384,23,340.25
verify,ecdsa-p256,30,1000,16384,24,339.862
verify,ecdsa-p256,30,1000,16384,25,340.233
verify,ecdsa-p256,30,1000,16384,26,341.736
verify,ecdsa-p256,30,1000,16384,27,340.616
verify,ecdsa-p256,30,1000,16384,28,342.766
verify,ecdsa-p256,30,1000,16384,29,341.864
# summary,mean,343.323,median,339.979,sd,9.21165,ci95_lo,340.026,ci95_hi,346.619
