op,algo,N,block,msg_size,round,us_per_op
verify,ecdsa-p256,30,1000,1024,0,408.751
verify,ecdsa-p256,30,1000,1024,1,400.287
verify,ecdsa-p256,30,1000,1024,2,402.401
verify,ecdsa-p256,30,1000,1024,3,399.988
verify,ecdsa-p256,30,1000,1024,4,397.992
verify,ecdsa-p256,30,1000,1024,5,398.506
verify,ecdsa-p256,30,1000,1024,6,399.135
verify,ecdsa-p256,30,1000,1024,7,398.86
verify,ecdsa-p256,30,1000,1024,8,404.237
verify,ecdsa-p256,30,1000,1024,9,400.58
verify,ecdsa-p256,30,1000,1024,10,400.48
verify,ecdsa-p256,30,1000,1024,11,394.404
verify,ecdsa-p256,30,1000,1024,12,405.079
verify,ecdsa-p256,30,1000,1024,13,399.384
verify,ecdsa-p256,30,1000,1024,14,398.575
verify,ecdsa-p256,30,1000,1024,15,396.348
verify,ecdsa-p256,30,1000,1024,16,398.387
verify,ecdsa-p256,30,1000,1024,17,394.926
verify,ecdsa-p256,30,1000,1024,18,391.721
verify,ecdsa-p256,30,1000,1024,19,391.06
verify,ecdsa-p256,30,1000,1024,20,398.873
verify,ecdsa-p256,30,1000,1024,21,400.799
verify,ecdsa-p256,30,1000,1024,22,399.524
verify,ecdsa-p256,30,1000,1024,23,394.309
verify,ecdsa-p256,30,1000,1024,24,394.2
verify,ecdsa-p256,30,1000,1024,25,395.42
verify,ecdsa-p256,30,1000,1024,26,393.397
verify,ecdsa-p256,30,1000,1024,27,394.462
verify,ecdsa-p256,30,1000,1024,28,392.879
verify,ecdsa-p256,30,1000,1024,29,393.432
# summary,mean,397.946,median,398.54,sd,4.1092,ci95_lo,396.476,ci95_hi,399.417
