op,algo,N,block,msg_size,round,us_per_op
sign,ecdsa-p384,30,1000,1024,0,1019.01
sign,ecdsa-p384,30,1000,1024,1,1016.64
sign,ecdsa-p384,30,1000,1024,2,1015.24
sign,ecdsa-p384,30,1000,1024,3,1014.68
sign,ecdsa-p384,30,1000,1024,4,1015.14
sign,ecdsa-p384,30,1000,1024,5,1018.38
sign,ecdsa-p384,30,1000,1024,6,1011.85
sign,ecdsa-p384,30,1000,1024,7,1011.59
sign,ecdsa-p384,30,1000,1024,8,1011.91
sign,ecdsa-p384,30,1000,1024,9,1013.02
sign,ecdsa-p384,30,1000,1024,10,1014.01
sign,ecdsa-p384,30,1000,1024,11,1013.38
sign,ecdsa-p384,30,1000,1024,12,1012.48
sign,ecdsa-p384,30,1000,1024,13,1009.79
sign,ecdsa-p384,30,1000,1024,14,1012.22
sign,ecdsa-p384,30,1000,1024,15,1024.75
sign,ecdsa-p384,30,1000,1024,16,1018.91
sign,ecdsa-p384,30,1000,1024,17,1021.89
sign,ecdsa-p384,30,1000,1024,18,1038.13
sign,ecdsa-p384,30,1000,1024,19,1022.14
sign,ecdsa-p384,30,1000,1024,20,1002.74
sign,ecdsa-p384,30,1000,1024,21,934.469
sign,ecdsa-p384,30,1000,1024,22,947.373
sign,ecdsa-p384,30,1000,1024,23,948.556
sign,ecdsa-p384,30,1000,1024,24,946.643
sign,ecdsa-p384,30,1000,1024,25,952.126
sign,ecdsa-p384,30,1000,1024,26,948.052
sign,ecdsa-p384,30,1000,1024,27,951.93
sign,ecdsa-p384,30,1000,1024,28,948.244
sign,ecdsa-p384,30,1000,1024,29,948.498
# summary,mean,995.46,median,1012.35,sd,32.6885,ci95_lo,983.762,ci95_hi,1007.16
