op,bits,N,block,msg_size,hash,round,us_per_op
verify,3072,30,1000,8388608,sha256,0,4842.41
verify,3072,30,1000,8388608,sha256,1,4956.11
verify,3072,30,1000,8388608,sha256,2,4835.23
verify,3072,30,1000,8388608,sha256,3,4927.15
verify,3072,30,1000,8388608,sha256,4,4991.4
verify,3072,30,1000,8388608,sha256,5,4985.62
verify,3072,30,1000,8388608,sha256,6,5010.02
verify,3072,30,1000,8388608,sha256,7,4969.15
verify,3072,30,1000,8388608,sha256,8,4982.48
verify,3072,30,1000,8388608,sha256,9,4971.39
verify,3072,30,1000,8388608,sha256,10,4973.21
verify,3072,30,1000,8388608,sha256,11,4944.2
verify,3072,30,1000,8388608,sha256,12,4990.04
verify,3072,30,1000,8388608,sha256,13,4989.03
verify,3072,30,1000,8388608,sha256,14,4937.37
verify,3072,30,1000,8388608,sha256,15,4964.58
verify,3072,30,1000,8388608,sha256,16,4977.7
verify,3072,30,1000,8388608,sha256,17,4972.74
verify,3072,30,1000,8388608,sha256,18,4942.52
verify,3072,30,1000,8388608,sha256,19,5016.2
verify,3072,30,1000,8388608,sha256,20,4953.66
verify,3072,30,1000,8388608,sha256,21,4953.37
verify,3072,30,1000,8388608,sha256,22,4936.65
verify,3072,30,1000,8388608,sha256,23,4942.41
verify,3072,30,1000,8388608,sha256,24,4937.23
verify,3072,30,1000,8388608,sha256,25,4976.48
verify,3072,30,1000,8388608,sha256,26,4879.87
verify,3072,30,1000,8388608,sha256,27,4872.7
verify,3072,30,1000,8388608,sha256,28,4823.53
verify,3072,30,1000,8388608,sha256,29,4783.56
# summary,mean,4941.27,median,4954.89,sd,57.8324,ci95_lo,4920.57,ci95_hi,4961.96
