op,bits,N,block,msg_size,hash,round,us_per_op
verify,4096,30,1000,1024,sha256,0,273.485
verify,4096,30,1000,1024,sha256,1,274.74
verify,4096,30,1000,1024,sha256,2,276.139
verify,4096,30,1000,1024,sha256,3,274.975
verify,4096,30,1000,1024,sha256,4,272.822
verify,4096,30,1000,1024,sha256,5,276.034
verify,4096,30,1000,1024,sha256,6,272.553
verify,4096,30,1000,1024,sha256,7,272.534
verify,4096,30,1000,1024,sha256,8,273.386
verify,4096,30,1000,1024,sha256,9,272.834
verify,4096,30,1000,1024,sha256,10,273.632
verify,4096,30,1000,1024,sha256,11,272.608
verify,4096,30,1000,1024,sha256,12,273.39
verify,4096,30,1000,1024,sha256,13,276.444
verify,4096,30,1000,1024,sha256,14,273.021
verify,4096,30,1000,1024,sha256,15,276.038
verify,4096,30,1000,1024,sha256,16,272.767
verify,4096,30,1000,1024,sha256,17,273.071
verify,4096,30,1000,1024,sha256,18,273.03
verify,4096,30,1000,1024,sha256,19,274.375
verify,4096,30,1000,1024,sha256,20,274.253
verify,4096,30,1000,1024,sha256,21,272.802
verify,4096,30,1000,1024,sha256,22,272.641
verify,4096,30,1000,1024,sha256,23,272.929
verify,4096,30,1000,1024,sha256,24,271.833
verify,4096,30,1000,1024,sha256,25,272.34
verify,4096,30,1000,1024,sha256,26,272.909
verify,4096,30,1000,1024,sha256,27,272.456
verify,4096,30,1000,1024,sha256,28,272.319
verify,4096,30,1000,1024,sha256,29,272.587
# summary,mean,273.498,median,272.975,sd,1.28158,ci95_lo,273.04,ci95_hi,273.957
