op,bits,N,block,msg_size,hash,round,us_per_op
sign,4096,30,1000,8388608,sha256,0,7972.36
sign,4096,30,1000,8388608,sha256,1,7782.73
sign,4096,30,1000,8388608,sha256,2,7524.07
sign,4096,30,1000,8388608,sha256,3,7535.71
sign,4096,30,1000,8388608,sha256,4,7625.6
sign,4096,30,1000,8388608,sha256,5,7965.79
sign,4096,30,1000,8388608,sha256,6,7965.43
sign,4096,30,1000,8388608,sha256,7,7776.56
sign,4096,30,1000,8388608,sha256,8,8040.2
sign,4096,30,1000,8388608,sha256,9,7779.05
sign,4096,30,1000,8388608,sha256,10,7839.8
sign,4096,30,1000,8388608,sha256,11,7915.47
sign,4096,30,1000,8388608,sha256,12,7818.89
sign,4096,30,1000,8388608,sha256,13,7807.69
sign,4096,30,1000,8388608,sha256,14,8271.68
sign,4096,30,1000,8388608,sha256,15,8411.25
sign,4096,30,1000,8388608,sha256,16,8398.65
sign,4096,30,1000,8388608,sha256,17,8304.65
sign,4096,30,1000,8388608,sha256,18,8252.97
sign,4096,30,1000,8388608,sha256,19,8313.23
sign,4096,30,1000,8388608,sha256,20,8357.29
sign,4096,30,1000,8388608,sha256,21,8244.84
sign,4096,30,1000,8388608,sha256,22,8425.42
sign,4096,30,1000,8388608,sha256,23,8428.12
sign,4096,30,1000,8388608,sha256,24,8277.57
sign,4096,30,1000,8388608,sha256,25,8275.07
sign,4096,30,1000,8388608,sha256,26,8241.76
sign,4096,30,1000,8388608,sha256,27,8441.62
sign,4096,30,1000,8388608,sha256,28,8356.58
sign,4096,30,1000,8388608,sha256,29,8265.23
# summary,mean,8087.18,median,8243.3,sd,288.867,ci95_lo,7983.81,ci95_hi,8190.55
