op,algo,N,block,msg_size,round,us_per_op
keygen,ecdsa-p256,30,1000,1024,0,163.858
keygen,ecdsa-p256,30,1000,1024,1,163.443
keygen,ecdsa-p256,30,1000,1024,2,164.107
keygen,ecdsa-p256,30,1000,1024,3,163.461
keygen,ecdsa-p256,30,1000,1024,4,167.542
keygen,ecdsa-p256,30,1000,1024,5,170.304
keygen,ecdsa-p256,30,1000,1024,6,170.875
keygen,ecdsa-p256,30,1000,1024,7,159.464
keygen,ecdsa-p256,30,1000,1024,8,159.603
keygen,ecdsa-p256,30,1000,1024,9,166.177
keygen,ecdsa-p256,30,1000,1024,10,165.693
keygen,ecdsa-p256,30,1000,1024,11,161.071
keygen,ecdsa-p256,30,1000,1024,12,160.43
keygen,ecdsa-p256,30,1000,1024,13,159.623
keygen,ecdsa-p256,30,1000,1024,14,157.811
keygen,ecdsa-p256,30,1000,1024,15,156.187
keygen,ecdsa-p256,30,1000,1024,16,156.935
keygen,ecdsa-p256,30,1000,1024,17,156.449
keygen,ecdsa-p256,30,1000,1024,18,157.062
keygen,ecdsa-p256,30,1000,1024,19,155.727
keygen,ecdsa-p256,30,1000,1024,20,157.272
keygen,ecdsa-p256,30,1000,1024,21,157.473
keygen,ecdsa-p256,30,1000,1024,22,158.635
keygen,ecdsa-p256,30,1000,1024,23,156.273
keygen,ecdsa-p256,30,1000,1024,24,172.99
keygen,ecdsa-p256,30,1000,1024,25,176.15
keygen,ecdsa-p256,30,1000,1024,26,172.883
keygen,ecdsa-p256,30,1000,1024,27,173.276
keygen,ecdsa-p256,30,1000,1024,28,225.419
keygen,ecdsa-p256,30,1000,1024,29,193.776
# summary,mean,165.999,median,162.257,sd,13.9207,ci95_lo,161.018,ci95_hi,170.98
