op,algo,N,block,msg_size,round,us_per_op
verify,ecdsa-p256,30,1000,1048576,0,859.08
verify,ecdsa-p256,30,1000,1048576,1,860.076
verify,ecdsa-p256,30,1000,1048576,2,868.956
verify,ecdsa-p256,30,1000,1048576,3,863.836
verify,ecdsa-p256,30,1000,1048576,4,864.664
verify,ecdsa-p256,30,1000,1048576,5,889.306
verify,ecdsa-p256,30,1000,1048576,6,928.51
verify,ecdsa-p256,30,1000,1048576,7,929.269
verify,ecdsa-p256,30,1000,1048576,8,931.555
verify,ecdsa-p256,30,1000,1048576,9,930.341
verify,ecdsa-p256,30,1000,1048576,10,930.043
verify,ecdsa-p256,30,1000,1048576,11,928.859
verify,ecdsa-p256,30,1000,1048576,12,937.479
verify,ecdsa-p256,30,1000,1048576,13,934.271
verify,ecdsa-p256,30,1000,1048576,14,935.508
verify,ecdsa-p256,30,1000,1048576,15,931.761
verify,ecdsa-p256,30,1000,1048576,16,933
verify,ecdsa-p256,30,1000,1048576,17,931.554
verify,ecdsa-p256,30,1000,1048576,18,930.24
verify,ecdsa-p256,30,1000,1048576,19,865.833
verify,ecdsa-p256,30,1000,1048576,20,860.548
verify,ecdsa-p256,30,1000,1048576,21,863.257
verify,ecdsa-p256,30,1000,1048576,22,863.532
verify,ecdsa-p256,30,1000,1048576,23,862.989
verify,ecdsa-p256,30,1000,1048576,24,866.838
verify,ecdsa-p256,30,1000,1048576,25,869.323
verify,ecdsa-p256,30,1000,1048576,26,897.249
verify,ecdsa-p256,30,1000,1048576,27,984.006
verify,ecdsa-p256,30,1000,1048576,28,978.747
verify,ecdsa-p256,30,1000,1048576,29,980.798
# summary,mean,907.048,median,928.685,sd,40.3393,ci95_lo,892.612,ci95_hi,921.483
