op,algo,N,block,msg_size,round,us_per_op
sign,ecdsa-p384,30,1000,8388608,0,11148.9
sign,ecdsa-p384,30,1000,8388608,1,11856.3
sign,ecdsa-p384,30,1000,8388608,2,12630.9
sign,ecdsa-p384,30,1000,8388608,3,12916.1
sign,ecdsa-p384,30,1000,8388608,4,12656.7
sign,ecdsa-p384,30,1000,8388608,5,12309.6
sign,ecdsa-p384,30,1000,8388608,6,11444.9
sign,ecdsa-p384,30,1000,8388608,7,11421.3
sign,ecdsa-p384,30,1000,8388608,8,11869.4
sign,ecdsa-p384,30,1000,8388608,9,11705.5
sign,ecdsa-p384,30,1000,8388608,10,11651.4
sign,ecdsa-p384,30,1000,8388608,11,11179.4
sign,ecdsa-p384,30,1000,8388608,12,11857.5
sign,ecdsa-p384,30,1000,8388608,13,11052.9
sign,ecdsa-p384,30,1000,8388608,14,11838.5
sign,ecdsa-p384,30,1000,8388608,15,11778.1
sign,ecdsa-p384,30,1000,8388608,16,11476.4
sign,ecdsa-p384,30,1000,8388608,17,11504.4
sign,ecdsa-p384,30,1000,8388608,18,11775.9
sign,ecdsa-p384,30,1000,8388608,19,12100.1
sign,ecdsa-p384,30,1000,8388608,20,11819.6
sign,ecdsa-p384,30,1000,8388608,21,11939.2
sign,ecdsa-p384,30,1000,8388608,22,11928.1
sign,ecdsa-p384,30,1000,8388608,23,11739.5
sign,ecdsa-p384,30,1000,8388608,24,11740.1
sign,ecdsa-p384,30,1000,8388608,25,11810.1
sign,ecdsa-p384,30,1000,8388608,26,11723.7
sign,ecdsa-p384,30,1000,8388608,27,12166.4
sign,ecdsa-p384,30,1000,8388608,28,13144.5
sign,ecdsa-p384,30,1000,8388608,29,13119.4
# summary,mean,11910.2,median,11814.9,sd,533.74,ci95_lo,11719.2,ci95_hi,12101.2
