op,bits,N,block,msg_size,hash,round,us_per_op
sign,3072,30,1000,16384,sha256,0,2466.42
sign,3072,30,1000,16384,sha256,1,2293.79
sign,3072,30,1000,16384,sha256,2,2279.94
sign,3072,30,1000,16384,sha256,3,2257.22
sign,3072,30,1000,16384,sha256,4,2251.39
sign,3072,30,1000,16384,sha256,5,2266.58
sign,3072,30,1000,16384,sha256,6,2257.17
sign,3072,30,1000,16384,sha256,7,2435.28
sign,3072,30,1000,16384,sha256,8,2453.86
sign,3072,30,1000,16384,sha256,9,2452.96
sign,3072,30,1000,16384,sha256,10,2453.24
sign,3072,30,1000,16384,sha256,11,2450.83
sign,3072,30,1000,16384,sha256,12,2441.13
sign,3072,30,1000,16384,sha256,13,2452.07
sign,3072,30,1000,16384,sha256,14,2454.02
sign,3072,30,1000,16384,sha256,15,2452.04
sign,3072,30,1000,16384,sha256,16,2449.2
sign,3072,30,1000,16384,sha256,17,2435.74
sign,3072,30,1000,16384,sha256,18,2284.61
sign,3072,30,1000,16384,sha256,19,2242.4
sign,3072,30,1000,16384,sha256,20,2237.88
sign,3072,30,1000,16384,sha256,21,2238.16
sign,3072,30,1000,16384,sha256,22,2238.96
sign,3072,30,1000,16384,sha256,23,2242.33
sign,3072,30,1000,16384,sha256,24,2248.69
sign,3072,30,1000,16384,sha256,25,2247.08
sign,3072,30,1000,16384,sha256,26,2246.03
sign,3072,30,1000,16384,sha256,27,2327
sign,3072,30,1000,16384,sha256,28,2434.88
sign,3072,30,1000,16384,sha256,29,2327.15
# summary,mean,2343.94,median,2310.4,sd,95.7438,ci95_lo,2309.67,ci95_hi,2378.2
