op,algo,N,block,msg_size,round,us_per_op
verify,ecdsa-p384,30,1000,16384,0,837.574
verify,ecdsa-p384,30,1000,16384,1,850.676
verify,ecdsa-p384,30,1000,16384,2,843.172
verify,ecdsa-p384,30,1000,16384,3,842.771
verify,ecdsa-p384,30,1000,16384,4,849.386
verify,ecdsa-p384,30,1000,16384,5,903.629
verify,ecdsa-p384,30,1000,16384,6,892.352
verify,ecdsa-p384,30,1000,16384,7,894.829
verify,ecdsa-p384,30,1000,16384,8,892.717
verify,ecdsa-p384,30,1000,16384,9,895.721
verify,ecdsa-p384,30,1000,16384,10,893.035
verify,ecdsa-p384,30,1000,16384,11,899.335
verify,ecdsa-p384,30,1000,16384,12,891.217
verify,ecdsa-p384,30,1000,16384,13,892.421
verify,ecdsa-p384,30,1000,16384,14,893.042
verify,ecdsa-p384,30,1000,16384,15,888.689
verify,ecdsa-p384,30,1000,16384,16,888.613
verify,ecdsa-p384,30,1000,16384,17,890.953
verify,ecdsa-p384,30,1000,16384,18,891.334
verify,ecdsa-p384,30,1000,16384,19,890.466
verify,ecdsa-p384,30,1000,16384,20,890.514
verify,ecdsa-p384,30,1000,16384,21,890.312
verify,ecdsa-p384,30,1000,16384,22,893.214
verify,ecdsa-p384,30,1000,16384,23,885.431
verify,ecdsa-p384,30,1000,16384,24,878.592
verify,ecdsa-p384,30,1000,16384,25,877.801
verify,ecdsa-p384,30,1000,16384,26,875.223
verify,ecdsa-p384,30,1000,16384,27,901.706
verify,ecdsa-p384,30,1000,16384,28,884.734
verify,ecdsa-p384,30,1000,16384,29,881.017
# summary,mean,882.683,median,890.49,sd,18.4858,ci95_lo,876.067,ci95_hi,889.298
