op,algo,N,block,msg_size,round,us_per_op
sign,ecdsa-p256,30,1000,16384,0,415.217
sign,ecdsa-p256,30,1000,16384,1,415.231
sign,ecdsa-p256,30,1000,16384,2,416.654
sign,ecdsa-p256,30,1000,16384,3,413.676
sign,ecdsa-p256,30,1000,16384,4,420.071
sign,ecdsa-p256,30,1000,16384,5,417.026
sign,ecdsa-p256,30,1000,16384,6,413.873
sign,ecdsa-p256,30,1000,16384,7,413.711
sign,ecdsa-p256,30,1000,16384,8,409.835
sign,ecdsa-p256,30,1000,16384,9,419.381
sign,ecdsa-p256,30,1000,16384,10,425.021
sign,ecdsa-p256,30,1000,16384,11,412.972
sign,ecdsa-p256,30,1000,16384,12,418.472
sign,ecdsa-p256,30,1000,16384,13,414.007
sign,ecdsa-p256,30,1000,16384,14,412.136
sign,ecdsa-p256,30,1000,16384,15,412.331
sign,ecdsa-p256,30,1000,16384,16,410.815
sign,ecdsa-p256,30,1000,16384,17,412.384
sign,ecdsa-p256,30,1000,16384,18,414.639
sign,ecdsa-p256,30,1000,16384,19,410.705
sign,ecdsa-p256,30,1000,16384,20,410.941
sign,ecdsa-p256,30,1000,16384,21,411.121
sign,ecdsa-p256,30,1000,16384,22,409.062
sign,ecdsa-p256,30,1000,16384,23,408.647
sign,ecdsa-p256,30,1000,16384,24,402.539
sign,ecdsa-p256,30,1000,16384,25,379.625
sign,ecdsa-p256,30,1000,16384,26,380.052
sign,ecdsa-p256,30,1000,16384,27,379.24
sign,ecdsa-p256,30,1000,16384,28,382.269
sign,ecdsa-p256,30,1000,16384,29,381.67
# summary,mean,408.111,median,412.358,sd,13.1717,ci95_lo,403.397,ci95_hi,412.824
