op,bits,N,block,msg_size,hash,round,us_per_op
sign,3072,30,1000,8388608,sha256,0,7040.3
sign,3072,30,1000,8388608,sha256,1,6575.32
sign,3072,30,1000,8388608,sha256,2,6579.46
sign,3072,30,1000,8388608,sha256,3,6523.78
sign,3072,30,1000,8388608,sha256,4,7078.86
sign,3072,30,1000,8388608,sha256,5,7052.15
sign,3072,30,1000,8388608,sha256,6,7039.75
sign,3072,30,1000,8388608,sha256,7,7027.04
sign,3072,30,1000,8388608,sha256,8,6712.19
sign,3072,30,1000,8388608,sha256,9,6578.57
sign,3072,30,1000,8388608,sha256,10,6588.43
sign,3072,30,1000,8388608,sha256,11,6599.55
sign,3072,30,1000,8388608,sha256,12,6686.71
sign,3072,30,1000,8388608,sha256,13,6768.38
sign,3072,30,1000,8388608,sha256,14,6629.02
sign,3072,30,1000,8388608,sha256,15,6699.63
sign,3072,30,1000,8388608,sha256,16,7195.3
sign,3072,30,1000,8388608,sha256,17,7072.14
sign,3072,30,1000,8388608,sha256,18,6719.9
sign,3072,30,1000,8388608,sha256,19,6607.04
sign,3072,30,1000,8388608,sha256,20,6618.53
sign,3072,30,1000,8388608,sha256,21,6824.1
sign,3072,30,1000,8388608,sha256,22,6605.41
sign,3072,30,1000,8388608,sha256,23,6605.14
sign,3072,30,1000,8388608,sha256,24,6612.62
sign,3072,30,1000,8388608,sha256,25,6610.27
sign,3072,30,1000,8388608,sha256,26,7232.69
sign,3072,30,1000,8388608,sha256,27,6874.88
sign,3072,30,1000,8388608,sha256,28,7166.42
sign,3072,30,1000,8388608,sha256,29,7189.62
# summary,mean,6803.77,median,6705.91,sd,235.712,ci95_lo,6719.42,ci95_hi,6888.12
