op,bits,N,block,msg_size,hash,round,us_per_op
sign,4096,30,1000,16384,sha256,0,3786.19
sign,4096,30,1000,16384,sha256,1,3866.19
sign,4096,30,1000,16384,sha256,2,4041.99
sign,4096,30,1000,16384,sha256,3,4142.09
sign,4096,30,1000,16384,sha256,4,3910.12
sign,4096,30,1000,16384,sha256,5,3805.87
sign,4096,30,1000,16384,sha256,6,3802.58
sign,4096,30,1000,16384,sha256,7,3807.29
sign,4096,30,1000,16384,sha256,8,3790.41
sign,4096,30,1000,16384,sha256,9,3789.56
sign,4096,30,1000,16384,sha256,10,3802.29
sign,4096,30,1000,16384,sha256,11,3894.11
sign,4096,30,1000,16384,sha256,12,3822
sign,4096,30,1000,16384,sha256,13,3798.67
sign,4096,30,1000,16384,sha256,14,3794.04
sign,4096,30,1000,16384,sha256,15,3815.58
sign,4096,30,1000,16384,sha256,16,3785.04
sign,4096,30,1000,16384,sha256,17,3932.48
sign,4096,30,1000,16384,sha256,18,3802.42
sign,4096,30,1000,16384,sha256,19,3885.12
sign,4096,30,1000,16384,sha256,20,3796.75
sign,4096,30,1000,16384,sha256,21,3800.08
sign,4096,30,1000,16384,sha256,22,3794.22
sign,4096,30,1000,16384,sha256,23,3798.19
sign,4096,30,1000,16384,sha256,24,3790.58
sign,4096,30,1000,16384,sha256,25,3797.73
sign,4096,30,1000,16384,sha256,26,3803.7
sign,4096,30,1000,16384,sha256,27,3879.1
sign,4096,30,1000,16384,sha256,28,3831.15
sign,4096,30,1000,16384,sha256,29,3789.04
# summary,mean,3838.49,median,3802.5,sd,81.0063,ci95_lo,3809.5,ci95_hi,3867.47
