op,algo,N,block,msg_size,round,us_per_op
sign,mldsa-65,30,1000,1024,0,93.0796
sign,mldsa-65,30,1000,1024,1,94.6789
sign,mldsa-65,30,1000,1024,2,95.8846
sign,mldsa-65,30,1000,1024,3,96.2305
sign,mldsa-65,30,1000,1024,4,96.3091
sign,mldsa-65,30,1000,1024,5,96.4563
sign,mldsa-65,30,1000,1024,6,96.5948
sign,mldsa-65,30,1000,1024,7,96.761
sign,mldsa-65,30,1000,1024,8,97.2623
sign,mldsa-65,30,1000,1024,9,97.3932
sign,mldsa-65,30,1000,1024,10,97.4606
sign,mldsa-65,30,1000,1024,11,97.9579
sign,mldsa-65,30,1000,1024,12,98.2479
sign,mldsa-65,30,1000,1024,13,98.3215
sign,mldsa-65,30,1000,1024,14,98.5671
sign,mldsa-65,30,1000,1024,15,98.7025
sign,mldsa-65,30,1000,1024,16,98.8163
sign,mldsa-65,30,1000,1024,17,98.8848
sign,mldsa-65,30,1000,1024,18,98.9178
sign,mldsa-65,30,1000,1024,19,99.3871
sign,mldsa-65,30,1000,1024,20,99.5528
sign,mldsa-65,30,1000,1024,21,99.7777
sign,mldsa-65,30,1000,1024,22,99.7833
sign,mldsa-65,30,1000,1024,23,99.7854
sign,mldsa-65,30,1000,1024,24,99.8871
sign,mldsa-65,30,1000,1024,25,99.9355
sign,mldsa-65,30,1000,1024,26,99.9452
sign,mldsa-65,30,1000,1024,27,100.179
sign,mldsa-65,30,1000,1024,28,100.209
sign,mldsa-65,30,1000,1024,29,100.692
# summary,mean,98.1887,median,98.7025,sd,1.82733,ci95_lo,97.5348,ci95_hi,98.8426
