op,algo,N,block,msg_size,round,us_per_op
verify,mldsa-65,30,1000,16384,0,71.3891
verify,mldsa-65,30,1000,16384,1,71.6566
verify,mldsa-65,30,1000,16384,2,71.6722
verify,mldsa-65,30,1000,16384,3,71.7036
verify,mldsa-65,30,1000,16384,4,71.7938
verify,mldsa-65,30,1000,16384,5,71.8209
verify,mldsa-65,30,1000,16384,6,71.943
verify,mldsa-65,30,1000,16384,7,72.015
verify,mldsa-65,30,1000,16384,8,72.0167
verify,mldsa-65,30,1000,16384,9,72.0171
verify,mldsa-65,30,1000,16384,10,72.071
verify,mldsa-65,30,1000,16384,11,72.085
verify,mldsa-65,30,1000,16384,12,72.0967
verify,mldsa-65,30,1000,16384,13,72.1459
verify,mldsa-65,30,1000,16384,14,72.2546
verify,mldsa-65,30,1000,16384,15,72.255
verify,mldsa-65,30,1000,16384,16,72.2639
verify,mldsa-65,30,1000,16384,17,72.2769
verify,mldsa-65,30,1000,16384,18,72.2932
verify,mldsa-65,30,1000,16384,19,72.3015
verify,mldsa-65,30,1000,16384,20,72.3166
verify,mldsa-65,30,1000,16384,21,72.3227
verify,mldsa-65,30,1000,16384,22,72.3577
verify,mldsa-65,30,1000,16384,23,72.3804
verify,mldsa-65,30,1000,16384,24,72.4104
verify,mldsa-65,30,1000,16384,25,72.4139
verify,mldsa-65,30,1000,16384,26,72.4248
verify,mldsa-65,30,1000,16384,27,72.6348
verify,mldsa-65,30,1000,16384,28,72.6654
verify,mldsa-65,30,1000,16384,29,72.9228
# summary,mean,72.164,median,72.255,sd,0.329491,ci95_lo,72.0461,ci95_hi,72.2819
