op,algo,N,block,msg_size,round,us_per_op
verify,mldsa-44,30,1000,16384,0,61.4987
verify,mldsa-44,30,1000,16384,1,61.5412
verify,mldsa-44,30,1000,16384,2,61.5621
verify,mldsa-44,30,1000,16384,3,61.5881
verify,mldsa-44,30,1000,16384,4,61.5904
verify,mldsa-44,30,1000,16384,5,61.5986
verify,mldsa-44,30,1000,16384,6,61.6087
verify,mldsa-44,30,1000,16384,7,61.6369
verify,mldsa-44,30,1000,16384,8,61.6528
verify,mldsa-44,30,1000,16384,9,61.6862
verify,mldsa-44,30,1000,16384,10,61.6888
verify,mldsa-44,30,1000,16384,11,61.7245
verify,mldsa-44,30,1000,16384,12,61.7318
verify,mldsa-44,30,1000,16384,13,61.7387
verify,mldsa-44,30,1000,16384,14,61.7602
verify,mldsa-44,30,1000,16384,15,61.7617
verify,mldsa-44,30,1000,16384,16,61.7774
verify,mldsa-44,30,1000,16384,17,61.7907
verify,mldsa-44,30,1000,16384,18,61.8021
verify,mldsa-44,30,1000,16384,19,61.8039
verify,mldsa-44,30,1000,16384,20,61.8136
verify,mldsa-44,30,1000,16384,21,61.83
verify,mldsa-44,30,1000,16384,22,61.8443
verify,mldsa-44,30,1000,16384,23,61.8503
verify,mldsa-44,30,1000,16384,24,61.8818
verify,mldsa-44,30,1000,16384,25,61.8847
verify,mldsa-44,30,1000,16384,26,61.905
verify,mldsa-44,30,1000,16384,27,61.9359
verify,mldsa-44,30,1000,16384,28,61.9712
verify,mldsa-44,30,1000,16384,29,62.1284
# summary,mean,61.753,median,61.7617,sd,0.142806,ci95_lo,61.7019,ci95_hi,61.8041
