op,algo,N,block,msg_size,round,us_per_op
sign,mldsa-44,30,1000,8388608,0,17539.4
sign,mldsa-44,30,1000,8388608,1,17606.9
sign,mldsa-44,30,1000,8388608,2,17675.4
sign,mldsa-44,30,1000,8388608,3,17786.7
sign,mldsa-44,30,1000,8388608,4,17999.3
sign,mldsa-44,30,1000,8388608,5,18030.7
sign,mldsa-44,30,1000,8388608,6,18031.4
sign,mldsa-44,30,1000,8388608,7,18032.4
sign,mldsa-44,30,1000,8388608,8,18032.7
sign,mldsa-44,30,1000,8388608,9,18034.8
sign,mldsa-44,30,1000,8388608,10,18039
sign,mldsa-44,30,1000,8388608,11,18051.2
sign,mldsa-44,30,1000,8388608,12,18053.3
sign,mldsa-44,30,1000,8388608,13,18055.4
sign,mldsa-44,30,1000,8388608,14,18055.6
sign,mldsa-44,30,1000,8388608,15,18063.9
sign,mldsa-44,30,1000,8388608,16,18067.7
sign,mldsa-44,30,1000,8388608,17,18078.7
sign,mldsa-44,30,1000,8388608,18,18080.1
sign,mldsa-44,30,1000,8388608,19,18080.3
sign,mldsa-44,30,1000,8388608,20,18081.1
sign,mldsa-44,30,1000,8388608,21,18088.1
sign,mldsa-44,30,1000,8388608,22,18091.7
sign,mldsa-44,30,1000,8388608,23,18115.8
sign,mldsa-44,30,1000,8388608,24,18120.4
sign,mldsa-44,30,1000,8388608,25,18127.4
sign,mldsa-44,30,1000,8388608,26,18130.3
sign,mldsa-44,30,1000,8388608,27,18161.1
sign,mldsa-44,30,1000,8388608,28,18167.2
sign,mldsa-44,30,1000,8388608,29,18167.5
# summary,mean,18021.5,median,18063.9,sd,157.097,ci95_lo,17965.3,ci95_hi,18077.7
